序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2631,600281,华阳新材,4.12,-0.24,-0.01,20813.0,8593814.0,1.69,4.17,4.1,4.11,4.13,0.83,0.4,-11.56,6.0,2119336343.0,2119336343.0,-0.24,0.0,-1.67,-7.0
2632,300484,蓝海华腾,12.36,-0.24,-0.03,27850.0,34356526.0,1.94,12.44,12.2,12.39,12.39,1.3,1.74,72.62,4.03,2578492524.0,1979735227.0,-0.08,0.08,-8.92,21.89
2633,002570,贝因美,4.12,-0.24,-0.01,67183.0,27809821.2,1.45,4.17,4.11,4.13,4.13,0.66,0.62,50.32,2.85,4449778532.0,4449574901.0,0.0,0.0,-5.29,-23.84
2634,301086,鸿富瀚,45.28,-0.24,-0.11,4670.0,21141138.0,2.03,45.73,44.81,45.38,45.39,0.55,1.44,34.75,2.18,4075200000.0,1471452840.0,0.0,0.09,-4.47,21.66
2635,002351,漫步者,16.44,-0.24,-0.04,203473.0,334668633.56,2.18,16.62,16.26,16.43,16.48,0.83,4.07,41.94,6.33,14616919080.0,8221973589.0,-0.06,-0.06,-10.7,89.4
2636,600449,宁夏建材,16.42,-0.24,-0.04,41040.0,67387787.0,1.46,16.56,16.32,16.45,16.46,0.78,0.86,25.91,1.12,7851732710.0,7851732710.0,0.06,0.0,0.86,43.03
2637,603196,日播时尚,16.4,-0.24,-0.04,13879.0,22907847.0,1.76,16.67,16.38,16.46,16.44,0.66,0.58,372.86,4.96,3914362693.0,3900695917.0,-0.18,-0.06,-20.16,119.84
2638,002152,广电运通,12.28,-0.24,-0.03,130793.0,160622124.91,1.3,12.37,12.21,12.31,12.31,0.86,0.53,32.19,2.63,30495941987.0,30480601996.0,-0.08,-0.16,7.62,26.08
2639,002861,瀛通通讯,12.26,-0.24,-0.03,65787.0,80808901.7,2.52,12.48,12.17,12.41,12.29,0.8,5.51,-41.8,2.14,1907058595.0,1464092510.0,0.16,0.16,7.07,21.75
2640,000652,泰达股份,4.06,-0.25,-0.01,103027.0,42006781.56,1.72,4.12,4.05,4.08,4.07,0.83,0.7,30.49,1.07,5990829839.0,5986283683.0,0.0,0.0,-1.93,1.25
2641,603970,中农立华,16.22,-0.25,-0.04,5880.0,9539519.0,2.34,16.38,16.0,16.0,16.26,0.56,0.22,14.32,3.16,4359938173.0,4359938173.0,0.5,0.5,-18.12,-21.03
2642,301321,翰博高新,16.22,-0.25,-0.04,65245.0,106133890.69,2.09,16.49,16.15,16.26,16.26,1.12,6.99,19.15,2.2,3023975700.0,1513470991.0,0.19,0.25,13.27,30.07
2643,601166,兴业银行,16.18,-0.25,-0.04,316021.0,513930708.0,1.17,16.37,16.18,16.3,16.22,0.84,0.15,3.94,0.5,336128011132.0,336128011132.0,-0.06,-0.12,4.66,-1.34
2644,600845,宝信软件,44.32,-0.25,-0.11,29081.0,129047085.0,1.17,44.66,44.14,44.44,44.43,0.68,0.17,45.83,10.91,106482812600.0,76899968034.0,-0.18,-0.09,-10.54,20.86
2645,833781,瑞奇智造,4.0,-0.25,-0.01,1583.0,632889.82,1.5,4.05,3.99,4.05,4.01,1.18,0.17,18.27,1.47,562062016.0,366844984.0,0.0,0.0,-16.49,-32.43
2646,870299,灿能电力,3.99,-0.25,-0.01,108.0,43004.16,1.5,4.0,3.94,3.98,4.0,0.24,0.04,23.43,1.32,359536011.0,108280835.0,0.0,0.0,-6.34,-5.45
2647,600886,国投电力,11.95,-0.25,-0.03,223279.0,266564988.0,1.42,12.02,11.85,12.0,11.98,0.92,0.32,13.35,1.77,89077448574.0,83242186497.0,-0.08,-0.08,-1.81,13.16
2648,601208,东材科技,11.9,-0.25,-0.03,95783.0,114184754.0,2.35,12.09,11.81,12.03,11.93,0.75,1.07,24.79,2.63,10920809964.0,10671701314.0,0.0,0.17,-7.68,5.03
2649,603738,泰晶科技,15.81,-0.25,-0.04,87322.0,138640293.0,1.51,15.99,15.75,15.9,15.85,0.88,2.26,65.36,3.43,6155518395.0,6117202228.0,0.0,0.0,-6.56,10.25
2650,002290,禾盛新材,11.74,-0.25,-0.03,11756.0,13800726.0,2.12,11.9,11.65,11.77,11.77,0.75,0.48,25.73,4.35,2912838754.0,2877618754.0,-0.59,-0.34,-13.04,28.73
2651,605277,新亚电子,15.46,-0.26,-0.04,122449.0,187760818.0,4.26,15.73,15.07,15.32,15.5,0.56,11.13,25.1,3.22,4089046073.0,1700204997.0,0.13,0.26,3.07,39.53
2652,688662,富信科技,38.5,-0.26,-0.1,26257.0,102022623.0,5.03,39.96,38.02,38.38,38.6,0.63,4.84,-107.76,4.94,3397240000.0,2087856155.0,0.08,0.36,-24.57,46.78
2653,002533,金杯电工,7.62,-0.26,-0.02,62299.0,47496489.4,1.05,7.67,7.59,7.63,7.64,0.83,0.99,11.82,1.56,5592630892.0,4781534249.0,-0.26,0.0,-5.81,33.68
2654,000768,中航西飞,22.84,-0.26,-0.06,99609.0,227328821.31,1.66,23.02,22.64,22.9,22.9,0.76,0.36,56.2,3.86,63534943222.0,63235702107.0,-0.04,-0.09,-12.79,-9.9
2655,600280,中央商场,3.8,-0.26,-0.01,237447.0,90664896.0,3.15,3.89,3.77,3.84,3.81,0.82,2.1,276.03,4.61,4287672194.0,4287672194.0,0.0,0.26,45.04,16.21
2656,002186,全 聚 德,11.38,-0.26,-0.03,41656.0,47447419.0,1.67,11.52,11.33,11.4,11.41,0.72,1.35,62.87,4.52,3510319808.0,3505651163.0,0.18,0.18,-10.53,-50.15
2657,002093,国脉科技,7.55,-0.26,-0.02,151060.0,114633723.93,1.98,7.68,7.53,7.6,7.57,0.9,1.5,68.98,2.11,7606625000.0,7601840188.0,-0.13,0.13,-7.36,-0.4
2658,600757,长江传媒,7.54,-0.26,-0.02,83032.0,62818464.0,1.46,7.63,7.52,7.55,7.56,0.97,0.68,7.04,1.05,9150923058.0,9149768157.0,0.0,-0.13,-13.73,40.15
2659,000998,隆平高科,15.07,-0.26,-0.04,67966.0,102877544.29,1.52,15.25,15.02,15.07,15.11,0.6,0.52,-68.58,3.79,19846742391.0,19571946878.0,0.07,0.07,-4.07,-6.22
2660,002807,江阴银行,3.76,-0.27,-0.01,151537.0,57258246.4,1.33,3.81,3.76,3.78,3.77,0.88,0.7,6.22,0.57,8166917238.0,8156024018.0,0.0,0.0,1.62,-0.79
2661,000959,首钢股份,3.76,-0.27,-0.01,163926.0,61681604.28,1.59,3.79,3.73,3.77,3.77,1.07,0.27,35.83,0.6,29402708079.0,22610028082.0,0.0,0.0,5.92,-0.27
2662,600562,国睿科技,15.03,-0.27,-0.04,28581.0,43031077.0,0.8,15.12,15.0,15.08,15.07,0.63,0.23,27.85,3.54,18665123335.0,18429871370.0,0.07,0.07,-5.41,-10.64
2663,002498,汉缆股份,3.73,-0.27,-0.01,60348.0,22602320.8,1.07,3.77,3.73,3.75,3.74,0.89,0.18,14.63,1.7,12408949080.0,12408949080.0,0.0,0.0,-5.09,-9.9
2664,600282,南钢股份,3.72,-0.27,-0.01,243555.0,90616822.0,1.07,3.74,3.7,3.72,3.73,0.96,0.4,11.59,0.9,22934138561.0,22934138561.0,-0.27,0.0,8.45,28.28
2665,600795,国电电力,3.7,-0.27,-0.01,429723.0,159544398.0,1.08,3.74,3.7,3.72,3.71,0.6,0.24,11.04,1.42,65991790603.0,65991790603.0,0.0,-0.27,-2.37,-11.27
2666,002726,龙大美食,7.4,-0.27,-0.02,31648.0,23446146.34,1.62,7.48,7.36,7.41,7.42,0.71,0.29,-6.4,3.25,7985782757.0,7967600957.0,-0.13,0.14,-8.87,-19.3
2667,600719,大连热电,7.36,-0.27,-0.02,96761.0,71298653.0,1.9,7.46,7.32,7.41,7.38,0.81,2.39,7.19,4.57,2977853056.0,2977853056.0,-0.14,0.14,3.52,44.88
2668,300596,利安隆,33.09,-0.27,-0.09,5315.0,17689991.0,2.29,33.77,33.01,33.56,33.18,0.69,0.25,20.8,1.93,7598114781.0,7095458588.0,-0.21,-0.15,-16.94,-38.98
2669,300711,广哈通信,14.7,-0.27,-0.04,68900.0,101563241.32,2.37,14.96,14.61,14.63,14.74,0.83,2.78,146.44,5.58,3662807908.0,3644400862.0,0.07,0.14,5.76,58.92
2670,300146,汤臣倍健,18.34,-0.27,-0.05,78152.0,144248065.14,1.74,18.66,18.34,18.49,18.39,0.98,0.69,10.09,2.6,31191143746.0,20721591575.0,-0.16,-0.16,-12.21,-18.99
2671,688099,晶晨股份,62.15,-0.27,-0.17,45220.0,280867691.0,3.67,63.32,61.03,62.53,62.32,1.18,1.09,70.04,4.91,25874279796.0,25874279796.0,-0.05,-0.21,-28.83,-11.86
2672,688563,航材股份,62.08,-0.27,-0.17,5923.0,36787610.0,1.73,62.8,61.72,62.47,62.25,0.64,0.87,47.22,2.85,27936000000.0,4228054065.0,0.02,0.02,-21.41,-21.41
2673,600684,珠江股份,3.65,-0.27,-0.01,155608.0,57159450.0,2.73,3.72,3.62,3.7,3.66,0.93,1.82,-22.48,7.13,3115131639.0,3115131639.0,0.0,0.0,11.96,-4.2
2674,600016,民生银行,3.65,-0.27,-0.01,685362.0,250609694.0,1.64,3.69,3.63,3.67,3.66,1.02,0.19,3.36,0.31,159805827532.0,129436749727.0,-0.27,-0.27,-2.14,12.65
2675,300819,聚杰微纤,14.52,-0.27,-0.04,14158.0,20569688.58,2.34,14.73,14.39,14.56,14.56,0.93,1.05,28.4,2.64,2166456600.0,1956747870.0,0.14,0.14,4.09,1.4
2676,835892,中科美菱,7.25,-0.28,-0.02,681.0,490911.1,1.24,7.28,7.19,7.24,7.27,0.61,0.24,42.3,1.18,701299272.0,202261783.0,0.0,0.0,-20.33,-36.85
2677,603182,嘉华股份,14.49,-0.28,-0.04,5840.0,8497089.0,1.86,14.74,14.47,14.6,14.53,0.7,0.63,19.22,2.44,2384329500.0,1348709957.0,0.0,0.07,-5.79,-17.72
2678,300037,新宙邦,43.43,-0.28,-0.12,19372.0,84850737.47,2.41,44.48,43.43,43.47,43.55,0.62,0.36,31.5,3.93,32556163067.0,23546594888.0,-0.21,-0.23,-12.62,1.07
2679,605018,长华集团,10.82,-0.28,-0.03,14645.0,15829204.0,1.75,10.9,10.71,10.82,10.85,0.77,1.57,106.27,1.94,5101687919.0,1011522339.0,0.0,0.19,-1.73,6.18
2680,002823,凯中精密,10.79,-0.28,-0.03,61761.0,66677508.56,2.31,10.94,10.69,10.82,10.82,1.13,3.63,258.55,2.39,3097872629.0,1836498387.0,0.0,-0.09,1.7,18.31
2681,000629,钒钛股份,3.59,-0.28,-0.01,251381.0,90722834.8,1.39,3.64,3.59,3.6,3.6,0.76,0.29,27.67,2.85,33369169350.0,30836651927.0,-0.28,-0.28,-12.86,-24.1
2682,301206,三元生物,28.68,-0.28,-0.08,5041.0,14465928.96,1.63,28.97,28.5,28.97,28.76,1.02,0.49,87.08,1.29,5802701076.0,2966639841.0,0.07,0.03,-9.21,-25.12
2683,300569,天能重工,7.16,-0.28,-0.02,39045.0,27992460.84,1.25,7.23,7.14,7.22,7.18,0.46,0.54,29.69,1.35,7322344988.0,5160622075.0,0.0,0.14,-11.5,-10.16
2684,600372,中航机载,14.29,-0.28,-0.04,107087.0,153126309.0,0.77,14.37,14.26,14.33,14.33,0.72,0.24,33.75,1.99,69147832843.0,64091215741.0,0.0,0.0,-4.86,-9.84
2685,603816,顾家家居,39.29,-0.28,-0.11,20446.0,80297465.0,1.5,39.7,39.11,39.28,39.4,0.73,0.25,17.48,3.32,32292117782.0,32292117782.0,-0.03,0.03,4.94,-5.55
2686,600586,金晶科技,7.14,-0.28,-0.02,63243.0,45166810.0,0.98,7.19,7.12,7.18,7.16,0.76,0.44,19.53,1.82,10201417800.0,10201417800.0,0.14,0.0,-9.28,-17.74
2687,688387,信科移动-U,7.13,-0.28,-0.02,115435.0,82420577.0,1.4,7.2,7.1,7.2,7.15,0.8,1.73,-166.93,3.56,24375687500.0,4757286265.0,0.0,0.14,-17.57,42.03
2688,603456,九洲药业,28.42,-0.28,-0.08,69909.0,198440076.0,2.11,28.71,28.11,28.48,28.5,0.76,0.78,20.56,3.18,25563571962.0,25524196052.0,-0.25,-0.04,8.43,-32.38
2689,600716,凤凰股份,3.55,-0.28,-0.01,77833.0,27583510.0,1.97,3.59,3.52,3.57,3.56,0.77,0.83,50.68,0.64,3323015095.0,3323015095.0,0.57,0.0,-6.08,-9.21
2690,600628,新世界,7.1,-0.28,-0.02,43540.0,31029772.0,1.83,7.21,7.08,7.12,7.12,1.07,0.67,60.38,1.08,4592815226.0,4592815226.0,0.14,0.14,-3.4,-6.7
2691,600073,上海梅林,7.1,-0.28,-0.02,97760.0,69476456.0,1.69,7.19,7.07,7.11,7.12,0.91,1.04,9.96,1.33,6657879251.0,6657879251.0,0.0,0.14,-4.7,-8.86
2692,300180,华峰超纤,3.55,-0.28,-0.01,134615.0,47897344.42,1.97,3.6,3.53,3.56,3.56,1.28,0.91,-249.26,1.32,6251763550.0,5235135982.0,0.57,0.57,-2.47,-8.03
2693,688071,华依科技,49.56,-0.28,-0.14,6473.0,31763643.0,3.66,50.19,48.37,49.12,49.7,0.62,1.55,-938.41,3.98,4201854004.0,2065575012.0,0.04,0.1,-21.32,-12.3
2694,600051,宁波联合,7.05,-0.28,-0.02,30898.0,21855304.0,1.27,7.12,7.03,7.08,7.07,1.02,0.99,24.21,0.67,2191704000.0,2191704000.0,-0.28,-0.14,-3.82,-4.99
2695,002090,金智科技,10.55,-0.28,-0.03,33730.0,35627407.0,1.61,10.68,10.51,10.55,10.58,0.8,0.84,117.6,3.0,4264995075.0,4216891727.0,0.09,0.09,-15.73,-13.03
2696,600918,中泰证券,7.01,-0.28,-0.02,126396.0,88913200.0,1.28,7.09,7.0,7.05,7.03,0.77,0.32,14.9,1.33,48850066550.0,27849396831.0,0.0,-0.14,1.59,9.87
2697,600000,浦发银行,7.01,-0.28,-0.02,240956.0,169856241.0,1.85,7.14,7.01,7.13,7.03,0.89,0.08,4.45,0.34,205758756536.0,205758756536.0,-0.14,-0.14,1.59,0.72
2698,002662,京威股份,3.5,-0.28,-0.01,174383.0,60913670.0,1.99,3.53,3.46,3.5,3.51,0.98,1.16,14.35,1.39,5250000000.0,5249933850.0,0.0,0.0,4.79,8.7
2699,002438,江苏神通,10.5,-0.28,-0.03,19643.0,20607073.0,1.9,10.6,10.4,10.56,10.53,0.67,0.42,21.25,1.75,5329143341.0,4923733679.0,0.1,0.0,-5.83,-3.49
2700,300366,创意信息,13.95,-0.29,-0.04,697239.0,974411548.59,3.72,14.28,13.76,13.9,13.99,1.6,13.88,445.96,3.49,8475687293.0,7005432162.0,0.14,0.07,-6.44,45.01
2701,688398,赛特新材,31.34,-0.29,-0.09,8244.0,25942028.0,2.86,31.9,31.0,31.65,31.43,1.24,0.71,43.77,3.77,3635440000.0,3635440000.0,-0.16,-0.19,-14.02,32.07
2702,300736,百邦科技,13.87,-0.29,-0.04,53324.0,74486678.2,2.66,14.13,13.76,13.9,13.91,1.56,4.14,-50.2,16.1,1804014088.0,1784810435.0,0.43,0.36,7.77,-12.27
2703,300056,中创环保,6.91,-0.29,-0.02,81585.0,56678172.49,3.17,7.07,6.85,6.93,6.93,0.85,2.12,-25.87,7.61,2663738961.0,2662631461.0,0.14,0.29,-6.5,-1.43
2704,002753,永东股份,6.91,-0.29,-0.02,19081.0,13185931.5,1.44,6.97,6.87,6.93,6.93,0.8,0.79,-299.63,1.19,2595987835.0,1677713623.0,0.0,0.14,-4.95,-17.15
2705,002440,闰土股份,6.88,-0.29,-0.02,44790.0,31008183.16,1.45,6.98,6.88,6.9,6.9,1.04,0.47,27.53,0.83,7915440000.0,6626617092.0,-0.15,-0.15,3.15,-1.71
2706,000809,铁岭新城,3.41,-0.29,-0.01,25170.0,8628973.84,2.34,3.48,3.4,3.44,3.42,0.49,0.31,-24.88,1.0,2812538309.0,2812538309.0,0.0,0.29,-17.43,17.99
2707,002352,顺丰控股,40.8,-0.29,-0.12,117152.0,480724010.79,1.66,41.44,40.76,41.28,40.92,0.89,0.24,23.91,2.22,199724256818.0,198333646550.0,-0.17,-0.1,-12.13,-29.06
2708,000930,中粮科技,6.8,-0.29,-0.02,46846.0,31901000.5,1.17,6.86,6.78,6.8,6.82,0.85,0.25,-18.91,1.18,12680099815.0,12623750921.0,0.15,0.15,-8.85,-12.71
2709,833346,威贸电子,6.73,-0.3,-0.02,93.0,62667.85,0.44,6.76,6.73,6.75,6.75,0.45,0.02,14.52,1.32,542993918.0,303318428.0,0.0,0.0,0.15,0.3
2710,600298,安琪酵母,33.62,-0.3,-0.1,30171.0,101881798.0,1.25,34.02,33.6,33.74,33.72,0.88,0.35,21.84,3.05,29210161392.0,29027349280.0,0.0,-0.12,-6.3,-24.82
2711,430556,雅达股份,3.35,-0.3,-0.01,4975.0,1666151.77,1.79,3.38,3.32,3.35,3.36,1.27,0.63,16.56,1.09,540405920.0,265292711.0,0.6,0.3,-10.19,-39.86
2712,000655,金岭矿业,6.68,-0.3,-0.02,37685.0,25220260.36,1.04,6.73,6.66,6.71,6.7,0.93,0.63,18.67,1.26,3976872736.0,3976872736.0,0.0,0.15,1.52,1.67
2713,601877,正泰电器,23.25,-0.3,-0.07,58570.0,136605838.0,1.11,23.48,23.22,23.31,23.32,0.72,0.27,13.12,1.35,49963528692.0,49963528692.0,-0.04,-0.04,-15.3,-14.84
2714,831855,浙江大农,6.61,-0.3,-0.02,143.0,94104.04,0.9,6.63,6.57,6.63,6.63,0.46,0.07,9.99,0.95,493987331.0,140947515.0,0.0,0.46,1.07,7.65
2715,600539,狮头股份,6.61,-0.3,-0.02,22797.0,15106882.0,1.51,6.69,6.59,6.63,6.63,0.74,0.99,-113.8,3.6,1520300000.0,1520300000.0,0.15,0.3,-2.22,1.38
2716,300618,寒锐钴业,29.71,-0.3,-0.09,25971.0,77718294.35,1.98,30.29,29.7,29.85,29.8,1.17,0.95,70.33,1.77,9276467357.0,8099329437.0,-0.13,0.0,-10.51,-25.54
2717,601059,信达证券,16.5,-0.3,-0.05,185365.0,306286941.0,1.87,16.73,16.42,16.63,16.55,0.58,5.72,36.69,3.15,53509500000.0,5350950000.0,-0.06,0.12,18.19,100.97
2718,002962,五方光电,13.2,-0.3,-0.04,94497.0,124572863.76,1.96,13.34,13.08,13.25,13.24,0.78,4.52,58.29,2.15,3866739796.0,2761360972.0,0.3,0.15,-6.71,31.74
2719,002133,广宇集团,3.3,-0.3,-0.01,73000.0,24178551.0,1.51,3.34,3.29,3.31,3.31,0.62,0.95,14.11,0.64,2554675778.0,2540571663.0,0.0,0.0,-7.3,-4.07
2720,688269,凯立新材,49.49,-0.3,-0.15,8039.0,39760271.0,2.4,50.16,48.97,49.64,49.64,1.15,0.98,35.49,6.68,6468540960.0,4050113130.0,0.0,-0.02,-21.51,-41.84
2721,002221,东华能源,9.85,-0.3,-0.03,74949.0,74007712.0,1.92,9.97,9.78,9.9,9.88,1.2,0.51,90.05,1.48,15524858505.0,14389765141.0,0.2,0.41,16.84,29.1
2722,002259,ST升达,3.28,-0.3,-0.01,13586.0,4457564.0,1.52,3.31,3.26,3.3,3.29,0.87,0.18,78.57,9.46,2467636716.0,2467636716.0,0.0,0.31,-6.29,0.0
2723,600731,湖南海利,6.55,-0.3,-0.02,29110.0,19123112.0,1.22,6.61,6.53,6.57,6.57,0.59,0.54,11.22,1.26,3659762825.0,3505551695.0,-0.15,0.0,-18.13,-12.2
2724,600929,雪天盐业,6.54,-0.3,-0.02,32745.0,21471604.0,0.61,6.58,6.54,6.55,6.56,0.69,0.31,16.3,1.28,10850997306.0,6993529328.0,0.0,0.0,-17.63,-15.72
2725,002798,帝欧家居,6.51,-0.31,-0.02,40522.0,26436223.3,2.45,6.62,6.46,6.57,6.53,0.84,1.38,-20.69,1.0,2506184535.0,1906207402.0,0.0,0.0,-7.26,-13.77
2726,688386,泛亚微透,39.0,-0.31,-0.12,4794.0,18734200.0,2.56,39.7,38.7,39.0,39.12,0.94,1.01,34.1,4.39,2730000000.0,1847098032.0,0.0,-0.18,-4.41,-29.03
2727,000042,中洲控股,6.49,-0.31,-0.02,27206.0,17715996.4,1.38,6.57,6.48,6.52,6.51,0.71,0.41,-109.51,0.57,4314754092.0,4309291057.0,0.0,0.0,-14.94,-18.16
2728,002977,天箭科技,32.42,-0.31,-0.1,10388.0,33712287.0,1.66,32.76,32.22,32.67,32.52,1.09,1.59,54.71,3.6,3894290400.0,2119142280.0,0.12,0.06,-0.4,6.57
2729,301127,天源环保,9.7,-0.31,-0.03,12782.0,12436473.0,0.92,9.78,9.69,9.74,9.73,0.82,0.52,25.1,1.88,4076238760.0,2397861883.0,0.0,0.0,-2.02,2.11
2730,603169,兰石重装,6.43,-0.31,-0.02,78649.0,50739762.0,1.86,6.54,6.42,6.49,6.45,0.77,0.6,36.58,2.58,8399456261.0,8399456261.0,0.0,0.0,-15.28,1.42
2731,688237,超卓航科,44.97,-0.31,-0.14,3947.0,17876003.0,3.81,46.5,44.78,45.39,45.11,0.62,1.03,73.31,3.04,4029460851.0,1715936659.0,0.0,0.0,0.76,-19.58
2732,688081,兴图新科,16.01,-0.31,-0.05,11692.0,18872416.0,2.55,16.39,15.98,15.98,16.06,0.81,1.13,-37.92,2.86,1649670400.0,1649670400.0,-0.37,-0.37,-6.54,35.33
2733,838701,豪声电子,6.39,-0.31,-0.02,3231.0,2077414.3,1.56,6.47,6.37,6.46,6.41,0.68,1.65,18.04,1.18,626220000.0,125250390.0,0.16,0.16,65.54,65.54
2734,600941,中国移动,98.72,-0.31,-0.31,43405.0,427591728.0,1.34,99.33,98.0,98.91,99.03,0.57,0.57,13.86,1.63,2111394915017.0,74891249430.0,0.01,-0.02,8.75,55.54
2735,002463,沪电股份,22.26,-0.31,-0.07,368867.0,817088423.13,2.55,22.5,21.93,22.5,22.33,0.55,1.94,43.07,4.91,42429608588.0,42406005152.0,0.04,0.09,0.59,89.45
2736,871396,常辅股份,6.33,-0.31,-0.02,221.0,138080.32,2.05,6.33,6.2,6.33,6.35,1.39,0.06,19.13,1.38,370876472.0,246134524.0,2.1,2.1,-3.95,-3.8
2737,688177,百奥泰,31.51,-0.32,-0.1,21942.0,69708452.0,5.5,32.55,30.81,31.95,31.61,1.02,0.53,-25.72,9.64,13047660800.0,13047660800.0,-0.13,-0.54,4.23,44.67
2738,600168,武汉控股,6.29,-0.32,-0.02,35684.0,22492889.0,1.43,6.35,6.26,6.31,6.31,0.99,0.5,6.47,0.82,4463193363.0,4463193363.0,0.0,0.16,2.95,3.45
2739,603396,金辰股份,50.3,-0.32,-0.16,10567.0,53480814.0,2.44,51.28,50.05,50.7,50.46,0.69,0.91,58.59,3.92,5842296813.0,5834794065.0,0.1,0.12,-22.24,-39.45
2740,872541,铁大科技,3.14,-0.32,-0.01,972.0,305741.6,1.9,3.18,3.12,3.13,3.15,0.9,0.16,21.19,1.19,429238000.0,186894634.0,0.0,0.0,-2.79,-17.37
2741,688500,*ST慧辰,25.1,-0.32,-0.08,18133.0,45290374.0,11.24,26.48,23.65,25.48,25.18,0.92,2.44,-32.58,2.11,1864290201.0,1864290201.0,0.0,0.0,41.97,5.91
2742,833266,生物谷,6.26,-0.32,-0.02,406.0,255574.44,1.43,6.34,6.25,6.34,6.28,0.58,0.04,-100.49,0.8,801280000.0,615971167.0,0.16,0.16,-5.58,-7.94
2743,600219,南山铝业,3.13,-0.32,-0.01,318324.0,99996934.0,0.96,3.16,3.13,3.14,3.14,1.01,0.27,13.95,0.79,36647770414.0,36647770414.0,-0.32,-0.32,2.29,-3.1
2744,300820,英杰电气,56.3,-0.32,-0.18,22015.0,126267843.73,3.86,58.48,56.3,56.98,56.48,1.0,2.09,38.12,6.66,12402411112.0,5934240133.0,0.0,-0.09,-27.76,15.72
2745,600807,济南高新,3.12,-0.32,-0.01,51338.0,16128853.0,2.24,3.18,3.11,3.13,3.13,0.91,0.65,-29.4,9.49,2760060361.0,2455497608.0,-0.32,0.0,2.3,-8.24
2746,688522,纳睿雷达,52.99,-0.32,-0.17,3943.0,20918970.0,1.99,53.53,52.47,52.67,53.16,0.8,1.03,211.53,3.78,8195793732.0,2023696207.0,0.0,0.19,-1.49,14.75
2747,002042,华孚时尚,3.11,-0.32,-0.01,99835.0,31027199.5,1.6,3.14,3.09,3.11,3.12,0.99,0.59,32.49,0.85,5289119014.0,5289119014.0,0.0,0.32,0.32,1.97
2748,600857,宁波中百,9.29,-0.32,-0.03,11239.0,10460429.0,1.61,9.41,9.26,9.31,9.32,0.75,0.5,10.01,2.3,2083932048.0,2083932048.0,0.0,0.11,-7.29,-15.93
2749,600064,南京高科,6.18,-0.32,-0.02,94439.0,58513127.0,1.45,6.26,6.17,6.22,6.2,0.84,0.55,4.62,0.63,10693499000.0,10693499000.0,0.0,-0.16,-0.16,-0.16
2750,002345,潮宏基,6.13,-0.33,-0.02,99291.0,61270196.53,2.44,6.27,6.12,6.24,6.15,0.68,1.14,13.06,1.52,5446582894.0,5318874507.0,-0.16,-0.33,-16.94,21.15
2751,605183,确成股份,15.27,-0.33,-0.05,9501.0,14561426.0,1.31,15.43,15.23,15.39,15.32,1.0,0.69,16.62,2.31,6373699527.0,2088782155.0,-0.13,0.07,-12.54,-18.08
2752,002179,中航光电,42.72,-0.33,-0.14,80760.0,343033985.89,2.61,42.98,41.86,42.92,42.86,0.89,0.4,23.18,4.79,90568380243.0,87323253742.0,0.02,-0.07,-2.29,-2.93
2753,600119,长江投资,6.08,-0.33,-0.02,19311.0,11838286.0,2.3,6.21,6.07,6.08,6.1,0.84,0.63,-338.9,11.45,2220843850.0,1868992000.0,-0.33,0.0,2.7,-9.79
2754,835640,富士达,15.15,-0.33,-0.05,1780.0,2703534.38,1.51,15.33,15.1,15.12,15.2,1.36,0.1,15.76,3.57,2844079200.0,2659323602.0,0.0,0.0,-9.17,-4.24
2755,002346,柘中股份,12.12,-0.33,-0.04,14726.0,17886452.08,1.23,12.24,12.09,12.18,12.16,1.25,0.39,11.97,1.88,5351894042.0,4609040480.0,0.17,0.0,-1.38,-3.66
2756,600611,大众交通,3.01,-0.33,-0.01,101303.0,30626637.0,1.66,3.05,3.0,3.02,3.02,0.84,0.65,17.32,0.75,7116009821.0,4705582256.0,0.0,0.0,0.67,0.67
2757,301289,国缆检测,51.1,-0.33,-0.17,10308.0,52949060.38,1.74,51.85,50.96,51.1,51.27,0.72,4.07,51.84,4.4,3985800000.0,1295379941.0,-0.08,-0.06,43.34,58.79
2758,002272,川润股份,6.01,-0.33,-0.02,43248.0,26106055.0,1.33,6.08,6.0,6.05,6.03,0.75,1.29,-70.39,1.81,2632163640.0,2012428330.0,0.0,-0.17,-9.76,-0.66
2759,002191,劲嘉股份,5.99,-0.33,-0.02,72048.0,43297450.0,1.33,6.06,5.98,6.04,6.01,1.14,0.5,15.65,1.35,8757836761.0,8564625873.0,0.0,0.0,1.35,-12.3
2760,300835,龙磁科技,26.91,-0.33,-0.09,9940.0,26857880.2,1.59,27.28,26.85,27.18,27.0,0.71,1.23,46.26,3.19,3232940490.0,2168630749.0,0.0,0.0,-18.99,-24.83
2761,871694,中裕科技,11.95,-0.33,-0.04,828.0,990325.22,3.5,12.33,11.91,12.33,11.99,1.1,0.41,11.74,1.8,1200718075.0,242646435.0,0.0,0.25,-29.12,-40.19
2762,600104,上汽集团,14.92,-0.33,-0.05,163402.0,243840791.0,1.07,15.01,14.85,14.95,14.97,1.16,0.14,12.3,0.62,174317243566.0,174317243566.0,0.13,0.13,6.72,6.04
