日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-03-29,29.79,29.07,29.92,28.8,219947,136187083.0,3.77,-2.12,-0.63,3.76
2022-03-30,29.61,29.16,29.61,28.71,167417,103138574.0,3.1,0.31,0.09,2.86
2022-03-31,28.84,29.52,29.74,28.71,225614,140271552.0,3.53,1.23,0.36,3.86
2022-04-01,29.38,29.56,29.79,29.16,177262,110957769.0,2.13,0.14,0.04,3.03
2022-04-06,29.56,30.55,30.96,29.43,260893,168815827.0,5.18,3.35,0.99,4.46
2022-04-07,30.55,29.25,30.78,29.2,198910,126161826.0,5.17,-4.26,-1.3,3.4
2022-04-08,29.25,28.84,29.47,28.21,201691,123180132.0,4.31,-1.4,-0.41,3.45
2022-04-11,28.71,27.58,29.07,27.27,190059,112520380.0,6.24,-4.37,-1.26,3.25
2022-04-12,27.67,28.39,28.44,27.4,148701,87709399.0,3.77,2.94,0.81,2.54
2022-04-13,28.3,26.73,28.3,26.55,205069,117534104.0,6.16,-5.85,-1.66,3.51
2022-04-14,27.4,26.82,27.45,26.68,143242,81602615.0,2.88,0.34,0.09,2.45
2022-04-15,26.68,26.19,26.68,25.87,171968,95079689.0,3.02,-2.35,-0.63,2.94
2022-04-18,25.87,26.19,26.28,25.38,117112,63858930.0,3.44,0.0,0.0,2.0
2022-04-19,26.05,26.68,26.82,26.05,140288,78577777.0,2.94,1.87,0.49,2.4
2022-04-20,27.18,26.32,28.17,26.28,273258,156514282.0,7.08,-1.35,-0.36,4.67
2022-04-21,26.32,25.02,26.55,24.79,216440,116239765.0,6.69,-4.94,-1.3,3.7
2022-04-22,24.66,24.34,25.33,24.3,228014,118881693.0,4.12,-2.72,-0.68,3.9
2022-04-25,24.16,22.5,24.39,22.41,278287,135503966.0,8.13,-7.56,-1.84,4.76
2022-04-26,22.45,21.46,22.81,21.37,196586,90420171.0,6.4,-4.62,-1.04,3.36
2022-04-27,21.06,22.63,22.72,20.88,207848,94842282.0,8.57,5.45,1.17,3.56
2022-04-28,22.32,21.78,22.59,21.24,166677,76329730.0,5.97,-3.76,-0.85,2.85
2022-04-29,22.14,22.5,22.59,21.78,217745,101063061.0,3.72,3.31,0.72,3.72
2022-05-05,22.32,22.23,22.54,21.69,196203,90986530.0,3.78,-1.2,-0.27,3.36
2022-05-06,21.69,22.36,22.72,21.37,198675,91680785.0,6.07,0.58,0.13,3.4
2022-05-09,22.36,22.81,23.17,22.36,164492,78517279.0,3.62,2.01,0.45,2.81
2022-05-10,22.59,23.08,23.08,22.32,150522,71797323.0,3.33,1.18,0.27,2.58
2022-05-11,22.99,22.99,23.71,22.95,205630,100550257.0,3.29,-0.39,-0.09,3.52
2022-05-12,22.5,23.04,23.31,22.5,156913,75272192.0,3.52,0.22,0.05,2.68
2022-05-13,22.99,23.17,23.26,22.72,108937,52385043.0,2.34,0.56,0.13,1.86
2022-05-16,23.17,23.35,23.58,23.17,133266,65292258.0,1.77,0.78,0.18,2.28
2022-05-17,23.4,23.17,23.44,22.77,92377,44483097.0,2.87,-0.77,-0.18,1.58
2022-05-18,23.8,25.38,25.38,23.8,109089,57725722.0,6.82,9.54,2.21,1.87
2022-05-19,25.65,27.63,27.76,25.38,979734,550571488.0,9.38,8.87,2.25,16.76
2022-05-20,26.55,25.96,26.82,25.69,636072,351659664.0,4.09,-6.04,-1.67,10.88
2022-05-23,26.32,26.19,26.5,25.83,351464,193406995.0,2.58,0.89,0.23,6.01
2022-05-24,26.32,24.61,26.37,24.52,355543,189623379.0,7.06,-6.03,-1.58,6.08
2022-05-25,24.7,24.97,25.29,24.7,248058,130276223.0,2.4,1.46,0.36,4.24
2022-05-26,24.84,25.06,25.33,24.39,247307,129514772.0,3.76,0.36,0.09,4.23
2022-05-27,25.2,25.6,26.05,24.97,329904,177486110.0,4.31,2.15,0.54,5.64
2022-05-30,25.29,25.29,25.51,24.88,214568,113846022.0,2.46,-1.21,-0.31,3.67
2022-05-31,25.33,25.65,25.74,24.88,204961,109211105.0,3.4,1.42,0.36,3.51
2022-06-01,25.56,25.47,25.96,25.11,169942,91429244.0,3.31,-0.7,-0.18,2.91
2022-06-02,25.47,25.65,25.78,25.2,143305,77127562.0,2.28,0.71,0.18,2.45
2022-06-06,25.65,26.32,26.5,25.56,232158,128122669.0,3.66,2.61,0.67,3.97
2022-06-07,26.41,25.87,26.41,25.6,184836,100735725.0,3.08,-1.71,-0.45,3.16
2022-06-08,25.83,26.46,26.68,25.2,332646,183577354.0,5.72,2.28,0.59,5.69
2022-06-09,26.41,25.51,26.41,25.33,217483,117617445.0,4.08,-3.59,-0.95,3.72
2022-06-10,25.42,25.69,25.78,25.2,139496,75195877.0,2.27,0.71,0.18,2.39
2022-06-13,25.47,25.87,26.19,25.38,176297,95907337.0,3.15,0.7,0.18,3.02
2022-06-14,25.69,25.47,25.69,24.61,203359,107336455.0,4.17,-1.55,-0.4,3.48
2022-06-15,25.78,25.96,26.37,25.56,257183,140939270.0,3.18,1.92,0.49,4.4
2022-06-16,25.96,26.19,26.46,25.74,215198,118812010.0,2.77,0.89,0.23,3.68
2022-06-17,26.1,25.96,26.37,25.74,160254,87773716.0,2.41,-0.88,-0.23,2.74
2022-06-20,26.05,26.01,26.14,25.74,141938,77747753.0,1.54,0.19,0.05,2.43
2022-06-21,26.1,26.37,26.86,25.96,221278,123230302.0,3.46,1.38,0.36,3.79
2022-06-22,26.37,25.6,26.55,25.56,157174,85842603.0,3.75,-2.92,-0.77,2.69
2022-06-23,25.87,26.55,26.82,25.78,225155,125036683.0,4.06,3.71,0.95,3.85
2022-06-24,26.82,26.68,27.54,26.59,265101,150822612.0,3.58,0.49,0.13,4.54
2022-06-27,26.59,26.19,26.77,26.05,208124,115240795.0,2.7,-1.84,-0.49,3.56
2022-06-28,26.19,26.64,26.68,25.78,208374,116144448.0,3.44,1.72,0.45,3.56
2022-06-29,26.41,26.73,27.63,26.19,339580,193349025.0,5.41,0.34,0.09,5.81
2022-06-30,27.0,26.5,27.31,26.41,219201,123151270.0,3.37,-0.86,-0.23,3.65
2022-07-01,26.5,26.05,26.55,25.96,157951,87216766.0,2.23,-1.7,-0.45,2.63
2022-07-04,27.58,28.53,28.53,27.58,145236,86915641.0,3.65,9.52,2.48,2.42
2022-07-05,29.07,27.63,29.56,27.4,693041,416586720.0,7.57,-3.15,-0.9,11.55
2022-07-06,27.49,27.54,28.21,27.22,351940,206458622.0,3.58,-0.33,-0.09,5.87
2022-07-07,27.27,27.22,28.08,27.04,264119,153007153.0,3.78,-1.16,-0.32,4.4
2022-07-08,27.18,27.36,27.67,27.0,181356,104973181.02,2.46,0.51,0.14,3.02
2022-07-11,27.36,26.91,27.58,26.68,175923,100352054.72,3.29,-1.64,-0.45,2.93
2022-07-12,27.0,27.04,27.13,26.77,133403,76014570.4,1.34,0.48,0.13,2.22
2022-07-13,27.18,27.9,27.94,27.04,235738,137809926.18,3.33,3.18,0.86,3.93
2022-07-14,27.9,27.4,27.9,27.36,159665,92891230.43,1.94,-1.79,-0.5,2.66
2022-07-15,27.31,26.73,27.4,26.64,169579,96321610.96,2.77,-2.45,-0.67,2.83
2022-07-18,26.73,27.27,27.31,26.68,124358,71100244.66,2.36,2.02,0.54,2.07
2022-07-19,27.27,28.21,28.26,27.13,284552,167487630.85,4.14,3.45,0.94,4.74
2022-07-20,28.26,28.3,28.48,28.03,209464,124966977.46,1.6,0.32,0.09,3.49
2022-07-21,28.17,28.03,28.57,27.99,142545,84973107.0,2.05,-0.95,-0.27,2.38
2022-07-22,27.99,27.67,28.3,27.49,182405,107246803.0,2.89,-1.28,-0.36,3.04
2022-07-25,28.03,27.4,28.35,27.27,149005,87351118.0,3.9,-0.98,-0.27,2.48
2022-07-26,27.4,28.17,28.44,27.31,191015,113061872.9,4.12,2.81,0.77,3.18
2022-07-27,27.99,28.53,28.71,27.9,216299,129700573.97,2.88,1.28,0.36,3.6
2022-07-28,28.57,28.17,28.75,28.12,175876,105746732.0,2.21,-1.26,-0.36,2.93
2022-07-29,28.17,28.17,28.44,27.99,136383,81417731.9,1.6,0.0,0.0,2.27
2022-08-01,28.26,28.21,28.48,27.9,147898,88340221.34,2.06,0.14,0.04,2.46
2022-08-02,28.12,26.37,28.12,26.37,258971,146870988.5,6.2,-6.52,-1.84,4.32
2022-08-03,26.19,26.77,27.54,26.19,235754,135020799.04,5.12,1.52,0.4,3.93
2022-08-04,26.91,28.17,29.25,26.91,327371,194574013.09,8.74,5.23,1.4,5.46
2022-08-05,28.8,28.75,29.16,28.12,301861,183025105.7,3.69,2.06,0.58,5.03
2022-08-08,28.8,29.43,29.61,28.44,312106,192362478.04,4.07,2.37,0.68,5.2
2022-08-09,29.2,28.71,29.34,28.57,229015,139566900.5,2.62,-2.45,-0.72,3.82
2022-08-10,28.71,28.39,28.75,28.21,193008,115958864.0,1.88,-1.11,-0.32,3.22
2022-08-11,28.39,28.66,28.71,28.35,171395,103635140.0,1.27,0.95,0.27,2.86
2022-08-12,28.66,29.61,30.01,28.62,357744,223975591.86,4.85,3.31,0.95,5.96
2022-08-15,29.56,28.89,29.7,28.66,262821,161228806.04,3.51,-2.43,-0.72,4.38
2022-08-16,29.02,28.89,29.02,28.62,161505,98314333.15,1.38,0.0,0.0,2.69
2022-08-17,28.8,28.98,28.98,28.3,166930,101163464.48,2.35,0.31,0.09,2.78
2022-08-18,28.84,28.66,28.93,28.39,141715,85825575.78,1.86,-1.1,-0.32,2.36
2022-08-19,28.44,28.17,28.98,28.12,194476,117592451.0,3.0,-1.71,-0.49,3.24
2022-08-22,27.94,28.62,28.66,27.4,136392,81548981.15,4.47,1.6,0.45,2.27
2022-08-23,28.53,28.3,28.8,28.17,131958,79331850.04,2.2,-1.12,-0.32,2.2
2022-08-24,28.35,27.36,28.39,27.31,173311,101381439.01,3.82,-3.32,-0.94,2.89
2022-08-25,27.54,27.13,27.67,26.64,133537,76038278.73,3.76,-0.84,-0.23,2.23
2022-08-26,27.13,26.64,27.27,26.59,109283,62056182.0,2.51,-1.81,-0.49,1.82
2022-08-29,26.23,26.64,26.68,25.78,104584,58188070.65,3.38,0.0,0.0,1.74
2022-08-30,26.55,29.16,29.16,26.46,405100,247272695.49,10.14,9.46,2.52,6.75
2022-08-31,29.79,28.89,31.09,28.44,998788,625541520.98,9.09,-0.93,-0.27,16.64
2022-09-01,28.35,29.83,30.28,28.3,798200,498240887.41,6.85,3.25,0.94,13.3
2022-09-02,29.56,29.52,30.06,29.29,466013,292243044.01,2.58,-1.04,-0.31,7.77
2022-09-05,29.34,29.56,30.46,29.25,283670,177685247.0,4.1,0.14,0.04,4.73
2022-09-06,29.74,29.16,29.74,28.98,248006,153476873.18,2.57,-1.35,-0.4,4.13
2022-09-07,29.2,30.6,31.95,28.98,771763,502894054.45,10.19,4.94,1.44,12.86
2022-09-08,30.19,31.0,32.76,29.97,688308,456646321.86,9.12,1.31,0.4,11.47
2022-09-09,30.55,30.19,30.91,29.52,430385,275517138.0,4.48,-2.61,-0.81,7.17
2022-09-13,30.24,29.52,30.55,29.43,306257,193143675.0,3.71,-2.22,-0.67,5.1
2022-09-14,28.8,28.35,29.02,28.03,311360,187910187.9,3.35,-3.96,-1.17,5.19
2022-09-15,28.48,27.63,28.62,27.22,235764,138210647.4,4.94,-2.54,-0.72,3.93
2022-09-16,27.72,27.67,28.44,27.45,228464,135258279.4,3.58,0.14,0.04,3.81
2022-09-19,27.81,26.77,27.85,26.73,180416,103387402.8,4.05,-3.25,-0.9,3.01
2022-09-20,27.09,27.4,27.49,26.91,132591,76171907.0,2.17,2.35,0.63,2.21
2022-09-21,27.27,27.67,27.72,26.32,181111,103568131.01,5.11,0.99,0.27,3.02
2022-09-22,27.4,27.49,28.08,27.22,133230,78172047.4,3.11,-0.65,-0.18,2.22
2022-09-23,27.54,26.37,27.72,26.32,170543,96755496.38,5.09,-4.07,-1.12,2.84
2022-09-26,25.96,25.02,26.28,24.93,209914,112639607.32,5.12,-5.12,-1.35,3.5
2022-09-27,25.02,25.38,25.56,24.79,111361,59011963.4,3.08,1.44,0.36,1.86
2022-09-28,25.42,24.34,25.47,24.3,139344,72507110.0,4.61,-4.1,-1.04,2.32
2022-09-29,24.79,24.84,25.47,24.52,151133,79453355.0,3.9,2.05,0.5,2.52
2022-09-30,24.66,24.66,25.06,24.57,79254,41275811.22,1.97,-0.72,-0.18,1.32
2022-10-10,24.75,24.97,25.96,24.12,187944,98638532.81,7.46,1.26,0.31,3.13
2022-10-11,24.75,26.1,26.59,24.52,251905,137531772.86,8.29,4.53,1.13,4.2
2022-10-12,25.78,27.31,27.31,25.42,354548,199074149.0,7.24,4.64,1.21,5.91
2022-10-13,27.31,28.12,28.93,26.95,497578,293804573.27,7.25,2.97,0.81,8.29
2022-10-14,27.9,28.48,28.66,27.85,391807,234386190.64,2.88,1.28,0.36,6.53
2022-10-17,28.44,29.38,29.97,28.35,428882,266886678.2,5.69,3.16,0.9,7.15
2022-10-18,29.2,29.83,30.24,28.84,442425,277451857.19,4.77,1.53,0.45,7.37
2022-10-19,29.7,32.67,32.67,29.56,842329,571794869.44,10.43,9.52,2.84,14.04
2022-10-20,33.21,29.52,33.3,29.52,1309346,858686100.7,11.57,-9.64,-3.15,21.82
2022-10-21,28.26,28.89,30.1,28.26,663590,408116761.08,6.23,-2.13,-0.63,11.06
2022-10-24,29.2,31.63,31.63,29.2,382552,253284004.22,8.41,9.48,2.74,6.38
2022-10-25,32.26,34.65,34.65,31.05,1686291,1194243692.52,11.38,9.55,3.02,28.1
2022-10-26,34.74,34.65,37.93,33.66,1947408,1463760282.19,12.32,0.0,0.0,32.45
2022-10-27,34.92,35.23,35.64,33.79,1256798,934718311.79,5.34,1.67,0.58,20.94
2022-10-28,34.24,32.85,34.69,31.86,1181520,825788835.22,8.03,-6.76,-2.38,19.69
2022-10-31,33.75,36.0,36.0,33.66,406410,308181537.7,7.12,9.59,3.15,6.77
2022-11-01,37.08,33.39,37.8,32.58,1570442,1159032950.72,14.5,-7.25,-2.61,26.17
2022-11-02,32.76,34.06,34.29,32.26,1060048,755924992.75,6.08,2.01,0.67,17.67
2022-11-03,32.94,31.63,33.21,31.5,865529,593014725.63,5.02,-7.13,-2.43,14.42
2022-11-04,31.95,32.31,32.71,31.54,616308,421202595.75,3.7,2.15,0.68,10.27
2022-11-07,32.53,35.41,35.41,32.44,425497,316334700.8,9.19,9.59,3.1,7.09
2022-11-08,36.09,37.53,38.83,35.14,2153636,1719520272.67,10.42,5.99,2.12,35.89
2022-11-09,36.13,37.62,40.32,34.6,1816774,1450098195.28,15.24,0.24,0.09,30.28
2022-11-10,38.16,41.26,41.26,38.16,567884,493768275.18,8.24,9.68,3.64,9.46
2022-11-11,45.27,45.27,45.27,41.62,2124547,2044737585.02,8.85,9.72,4.01,35.41
2022-11-14,45.99,47.47,49.68,43.24,2490943,2516415072.32,14.23,4.86,2.2,41.51
2022-11-15,47.47,43.47,48.91,42.88,2170370,2134909540.48,12.7,-8.43,-4.0,36.17
2022-11-16,43.2,42.79,43.78,40.59,1650279,1495741383.38,7.34,-1.56,-0.68,27.5
2022-11-17,41.89,42.52,43.06,40.72,1389186,1245508912.43,5.47,-0.63,-0.27,23.15
2022-11-18,41.89,42.16,44.28,41.58,1317091,1218133283.77,6.35,-0.85,-0.36,21.95
2022-11-21,40.99,42.79,43.38,39.73,1105481,990493025.18,8.66,1.49,0.63,18.42
2022-11-22,41.85,39.46,42.7,39.06,1036395,906050728.05,8.51,-7.78,-3.33,17.27
2022-11-23,39.46,37.62,39.87,37.17,888793,725036311.59,6.84,-4.66,-1.84,14.81
2022-11-24,37.66,37.48,38.11,36.99,545395,438662795.9,2.98,-0.37,-0.14,9.09
2022-11-25,37.39,36.58,38.29,36.54,580218,462900948.0,4.67,-2.4,-0.9,9.67
2022-11-28,36.13,36.94,37.53,35.91,493645,389849415.24,4.43,0.98,0.36,8.23
2022-11-29,36.58,37.21,37.53,36.49,476000,378257592.34,2.82,0.73,0.27,7.93
2022-11-30,37.12,36.27,37.12,35.5,576681,445205477.9,4.35,-2.53,-0.94,9.61
2022-12-01,36.36,37.98,38.2,36.36,849639,679965699.7,5.07,4.71,1.71,14.16
2022-12-02,37.44,37.12,38.25,37.12,677339,545281270.31,2.98,-2.26,-0.86,11.29
2022-12-05,36.94,37.26,37.57,36.54,432132,342545930.9,2.77,0.38,0.14,7.2
2022-12-06,37.21,36.31,37.21,36.18,435839,340609115.5,2.76,-2.55,-0.95,7.26
2022-12-07,36.49,35.82,36.63,35.64,377533,291426006.46,2.73,-1.35,-0.49,6.29
2022-12-08,35.68,34.83,35.82,34.83,469503,353106454.0,2.76,-2.76,-0.99,7.82
2022-12-09,35.1,35.01,35.23,34.65,255208,191045806.5,1.67,0.52,0.18,4.25
2022-12-12,35.05,35.68,36.09,35.05,366240,279034366.0,2.97,1.91,0.67,6.1
2022-12-13,35.59,34.51,36.31,34.42,413836,310422250.8,5.3,-3.28,-1.17,6.9
2022-12-14,34.38,34.96,35.37,34.33,339713,253389939.0,3.01,1.3,0.45,5.66
2022-12-15,34.96,35.19,35.95,34.47,373248,282385454.49,4.23,0.66,0.23,6.22
2022-12-16,34.87,34.51,35.1,34.33,278873,206257362.6,2.19,-1.93,-0.68,4.65
2022-12-19,34.74,34.38,35.14,34.24,233132,172566366.0,2.61,-0.38,-0.13,3.89
2022-12-20,35.1,33.61,35.32,33.43,352793,257206564.8,5.5,-2.24,-0.77,5.88
2022-12-21,33.3,33.3,33.97,33.16,233768,166920519.5,2.41,-0.92,-0.31,3.9
2022-12-22,33.21,33.21,33.88,32.85,275776,196314317.6,3.09,-0.27,-0.09,4.6
2022-12-23,32.94,33.93,34.42,32.85,301446,217683133.4,4.73,2.17,0.72,5.02
2022-12-26,33.93,34.92,35.01,33.93,283536,210056472.35,3.18,2.92,0.99,4.73
2022-12-27,34.78,33.75,34.78,33.3,331084,239413013.0,4.24,-3.35,-1.17,5.52
2022-12-28,33.84,33.03,34.02,32.89,252749,179497862.7,3.35,-2.13,-0.72,4.21
2022-12-29,32.89,33.39,34.15,32.89,290982,208618523.8,3.81,1.09,0.36,4.85
2022-12-30,33.21,34.96,36.58,33.21,705334,530440904.22,10.09,4.7,1.57,11.75
2023-01-03,35.23,37.75,38.16,35.1,1008194,795463216.27,8.75,7.98,2.79,16.8
2023-01-04,37.39,37.8,38.47,36.67,968849,780343656.05,4.77,0.13,0.05,16.15
2023-01-05,37.48,37.08,37.8,36.99,552591,440988997.41,2.14,-1.9,-0.72,9.21
2023-01-06,36.9,37.17,38.02,36.85,481341,385833075.74,3.16,0.24,0.09,8.02
2023-01-09,37.53,39.15,39.37,36.99,965123,796613253.34,6.4,5.33,1.98,16.08
2023-01-10,38.83,38.16,38.88,37.71,557946,457291980.21,2.99,-2.53,-0.99,9.22
2023-01-11,37.75,36.94,38.07,36.67,469032,374461285.0,3.67,-3.2,-1.22,7.75
2023-01-12,36.99,36.45,37.26,36.22,329796,258702910.0,2.82,-1.33,-0.49,5.45
2023-01-13,36.49,36.27,36.67,35.73,239556,185111319.5,2.58,-0.49,-0.18,3.96
2023-01-16,36.45,37.89,38.07,36.36,534939,430792948.4,4.71,4.47,1.62,8.84
2023-01-17,37.57,36.81,37.8,36.67,337583,268424452.18,2.98,-2.85,-1.08,5.58
2023-01-18,36.72,40.36,40.36,36.49,648353,548967016.5,10.51,9.64,3.55,10.72
2023-01-19,42.3,41.89,44.28,41.4,1866996,1721236193.25,7.14,3.79,1.53,30.87
2023-01-20,40.63,41.31,43.6,40.63,1237104,1118734351.1,7.09,-1.38,-0.58,20.45
2023-01-30,42.03,42.3,42.93,41.04,980908,884456481.49,4.58,2.4,0.99,16.22
2023-01-31,38.25,38.2,40.32,38.2,1118119,929260728.58,5.01,-9.69,-4.1,18.49
2023-02-01,38.2,39.96,40.23,38.16,956352,806441486.74,5.42,4.61,1.76,15.81
2023-02-02,39.91,38.74,40.27,38.25,887506,743240986.92,5.06,-3.05,-1.22,14.67
2023-02-03,38.61,42.48,42.48,38.29,1417687,1254962574.14,10.82,9.65,3.74,23.44
2023-02-06,44.1,44.77,46.35,42.52,2288656,2174830952.39,9.02,5.39,2.29,37.84
2023-02-07,43.11,43.78,44.23,42.3,1319820,1235463955.76,4.31,-2.21,-0.99,21.82
2023-02-08,43.51,43.96,44.91,42.48,1144889,1078098852.57,5.55,0.41,0.18,18.93
2023-02-09,42.75,43.65,43.78,41.94,776922,721288504.2,4.19,-0.71,-0.31,12.85
2023-02-10,43.2,42.88,44.28,42.48,715462,667012520.1,4.12,-1.76,-0.77,11.83
2023-02-13,42.3,42.43,42.93,41.71,680236,617325212.82,2.85,-1.05,-0.45,11.25
2023-02-14,42.66,43.2,44.59,42.34,815205,761565201.24,5.3,1.81,0.77,13.48
2023-02-15,42.57,44.59,44.77,42.21,1076166,1013422639.86,5.93,3.22,1.39,17.79
2023-02-16,44.59,42.61,44.64,41.62,961260,897817641.6,6.77,-4.44,-1.98,15.89
2023-02-17,42.34,40.23,42.7,40.18,692261,609745000.13,5.91,-5.59,-2.38,11.45
2023-02-20,39.96,40.63,40.72,39.33,410266,353803156.28,3.46,0.99,0.4,6.78
2023-02-21,40.36,42.39,44.37,40.36,769516,704172319.06,9.87,4.33,1.76,12.72
2023-02-22,41.49,41.85,42.21,40.99,393764,352456165.0,2.88,-1.27,-0.54,6.51
2023-02-23,41.94,40.9,42.16,40.68,345467,305593353.53,3.54,-2.27,-0.95,5.71
2023-02-24,40.63,41.17,41.71,40.63,297374,263942538.9,2.64,0.66,0.27,4.92
2023-02-27,40.68,39.91,41.31,39.82,332714,288508694.29,3.62,-3.06,-1.26,5.5
2023-02-28,41.35,41.17,41.85,40.23,437036,385945871.52,4.06,3.16,1.26,7.23
2023-03-01,40.68,42.21,42.61,40.63,618039,557598590.12,4.81,2.53,1.04,10.22
2023-03-02,41.85,42.03,42.52,41.58,447500,404916113.26,2.23,-0.43,-0.18,7.4
2023-03-03,41.71,42.97,43.6,41.08,699391,639859514.88,6.0,2.24,0.94,11.56
2023-03-06,42.75,43.92,44.23,42.57,702180,658452421.52,3.86,2.21,0.95,11.61
2023-03-07,43.65,41.94,44.1,41.89,535567,492633519.39,5.03,-4.51,-1.98,8.85
2023-03-08,41.49,42.7,43.24,41.44,391673,359171996.7,4.29,1.81,0.76,6.48
2023-03-09,42.43,41.22,42.61,40.72,449448,400220815.76,4.43,-3.47,-1.48,7.43
2023-03-10,40.99,40.32,41.53,40.32,295723,259468643.61,2.94,-2.18,-0.9,4.89
2023-03-13,39.87,41.44,41.44,39.87,325404,284810717.62,3.89,2.78,1.12,5.38
2023-03-14,41.13,40.54,41.35,40.05,282938,247608897.16,3.14,-2.17,-0.9,4.68
2023-03-15,40.77,40.45,41.08,40.18,190557,166004483.33,2.22,-0.22,-0.09,3.15
2023-03-16,40.18,38.7,40.45,38.7,325166,274164450.55,4.33,-4.33,-1.75,5.38
2023-03-17,38.92,39.42,40.0,38.92,326173,276851533.51,2.79,1.86,0.72,5.39
2023-03-20,39.46,39.33,40.41,38.97,293656,249545974.2,3.65,-0.23,-0.09,4.86
2023-03-21,38.97,39.91,40.05,38.34,294311,249240460.2,4.35,1.47,0.58,4.87
2023-03-22,39.6,42.07,42.3,39.6,635814,563587889.11,6.77,5.41,2.16,10.51
2023-03-23,42.34,42.07,42.61,41.53,559311,505971566.39,2.57,0.0,0.0,9.25
2023-03-24,42.25,42.66,43.06,41.85,530746,484926781.12,2.88,1.4,0.59,8.78
2023-03-27,42.84,43.38,43.56,41.89,644228,594328696.66,3.91,1.69,0.72,10.65
2023-03-28,43.11,42.34,43.11,41.71,446200,407058589.0,3.23,-2.4,-1.04,7.38
2023-03-29,42.34,42.07,42.61,41.62,344144,312539396.0,2.34,-0.64,-0.27,5.69
2023-03-30,42.12,40.5,42.16,40.32,376564,331171567.0,4.37,-3.73,-1.57,6.23
2023-03-31,40.63,41.8,41.94,40.14,331538,293946118.0,4.44,3.21,1.3,5.48
2023-04-03,41.76,42.52,42.7,41.31,457004,414864003.6,3.33,1.72,0.72,7.56
2023-04-04,42.66,41.89,42.93,41.58,413489,375536462.6,3.17,-1.48,-0.63,6.84
2023-04-06,41.31,40.0,41.4,39.55,490900,424023843.56,4.42,-4.51,-1.89,8.12
2023-04-07,40.0,41.04,41.17,39.24,408070,355366313.0,4.83,2.6,1.04,6.75
2023-04-10,40.81,38.79,41.17,38.61,463926,392804256.0,6.24,-5.48,-2.25,7.67
2023-04-11,38.61,38.92,39.46,38.11,234923,195537902.01,3.48,0.34,0.13,3.88
2023-04-12,38.97,39.33,39.78,38.61,275994,232348539.1,3.01,1.05,0.41,4.56
2023-04-13,38.97,38.47,39.37,38.34,243510,202911160.54,2.62,-2.19,-0.86,4.03
2023-04-14,38.52,37.93,39.33,37.71,280698,230872219.4,4.21,-1.4,-0.54,4.64
2023-04-17,37.17,36.09,37.17,34.78,355065,273369835.0,6.3,-4.85,-1.84,5.87
2023-04-18,36.22,35.82,36.4,35.5,206616,158639595.23,2.49,-0.75,-0.27,3.42
2023-04-19,35.82,35.95,36.76,35.64,222783,173326466.31,3.13,0.36,0.13,3.68
2023-04-20,35.82,36.36,36.45,35.73,190398,147227660.0,2.0,1.14,0.41,3.15
2023-04-21,36.0,33.66,36.0,33.61,401877,295549420.0,6.57,-7.43,-2.7,6.64
2023-04-24,33.66,33.43,34.02,33.16,164504,117630357.88,2.55,-0.68,-0.23,2.72
2023-04-25,33.48,32.58,33.57,32.17,207339,144576254.0,4.19,-2.54,-0.85,3.43
2023-04-26,32.49,32.17,32.98,31.86,191238,131990771.65,3.44,-1.26,-0.41,3.16
2023-04-27,32.13,31.45,32.44,31.23,181183,122744803.79,3.76,-2.24,-0.72,3.0
2023-04-28,31.45,32.98,33.03,31.45,213147,147675522.88,5.02,4.86,1.53,3.52
2023-05-04,32.8,32.71,33.21,31.95,209817,144842840.75,3.82,-0.82,-0.27,3.47
2023-05-05,32.71,33.16,33.25,32.22,236286,165728739.0,3.15,1.38,0.45,3.91
2023-05-08,33.39,34.6,34.6,32.89,238063,169886700.0,5.16,4.34,1.44,3.94
2023-05-09,34.92,34.06,35.1,33.39,367189,266379849.5,4.94,-1.56,-0.54,6.07
2023-05-10,33.61,33.93,34.29,33.43,189907,137134303.0,2.52,-0.38,-0.13,3.14
2023-05-11,33.66,34.2,34.24,33.39,164520,118750177.0,2.51,0.8,0.27,2.72
2023-05-12,33.43,33.07,34.02,32.8,208932,148855949.0,3.57,-3.3,-1.13,3.45
2023-05-15,32.76,33.25,33.3,32.22,167048,116648127.3,3.27,0.54,0.18,2.76
2023-05-16,32.94,32.31,33.16,32.26,127392,88337005.83,2.71,-2.83,-0.94,2.11
2023-05-17,32.31,32.76,32.89,32.08,122046,84989984.76,2.51,1.39,0.45,2.02
2023-05-18,32.62,33.07,33.21,32.49,146603,102967921.0,2.2,0.95,0.31,2.42
2023-05-19,32.85,32.53,32.98,32.13,127920,88627865.0,2.57,-1.63,-0.54,2.11
2023-05-22,32.35,32.13,32.44,31.95,121618,83173578.98,1.51,-1.23,-0.4,2.01
2023-05-23,32.08,31.63,32.17,31.59,101225,68587844.2,1.81,-1.56,-0.5,1.67
2023-05-24,31.5,31.63,32.04,31.32,97012,65395871.1,2.28,0.0,0.0,1.6
2023-05-25,31.59,31.36,32.08,30.96,122119,81437110.0,3.54,-0.85,-0.27,2.02
2023-05-26,31.63,33.21,33.25,31.18,332298,230143137.63,6.6,5.9,1.85,5.49
2023-05-29,33.21,33.48,34.02,33.03,250565,179288215.0,2.98,0.81,0.27,4.14
2023-05-30,33.21,33.75,33.75,32.8,180746,128634514.0,2.84,0.81,0.27,2.99
