日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-03-03,44.86,43.36,45.07,43.16,98197,422930384.0,4.26,-3.19,-1.43,0.95
2022-03-04,43.56,43.88,44.47,42.66,91558,394583792.0,4.17,1.2,0.52,0.89
2022-03-07,43.16,42.19,43.59,41.56,106365,442869920.0,4.63,-3.85,-1.69,1.03
2022-03-08,41.54,39.15,42.27,38.97,145343,573047040.0,7.82,-7.21,-3.04,1.41
2022-03-09,39.16,42.01,42.16,38.28,238066,959867024.0,9.91,7.31,2.86,2.31
2022-03-10,42.74,41.46,43.0,41.37,128280,530630880.0,3.88,-1.31,-0.55,1.24
2022-03-11,40.49,42.22,42.92,39.16,126505,516582880.0,9.07,1.83,0.76,1.23
2022-03-14,41.86,41.36,42.86,41.09,85530,352891952.0,4.19,-2.04,-0.86,0.83
2022-03-15,40.96,40.12,41.53,39.66,137370,545291904.0,4.52,-3.0,-1.24,1.33
2022-03-16,40.66,44.07,44.07,40.26,287955,1194331520.0,9.5,9.85,3.95,2.79
2022-03-17,44.31,44.31,45.54,43.15,228079,1000649520.0,5.42,0.54,0.24,2.21
2022-03-18,43.7,45.27,46.02,43.65,163317,726714784.0,5.35,2.17,0.96,1.58
2022-03-21,45.66,45.21,46.46,44.66,132655,595646256.0,3.98,-0.13,-0.06,1.28
2022-03-22,44.84,45.49,45.79,44.37,103164,459091952.0,3.14,0.62,0.28,1.0
2022-03-23,45.81,43.92,45.81,43.61,153714,671442720.0,4.84,-3.45,-1.57,1.49
2022-03-24,43.43,41.56,43.47,40.65,189193,779205184.0,6.42,-5.37,-2.36,1.83
2022-03-25,41.39,40.32,41.44,40.16,166045,665730752.0,3.08,-2.98,-1.24,1.61
2022-03-28,40.88,43.9,44.29,40.05,288785,1220009664.0,10.52,8.88,3.58,2.8
2022-03-29,43.61,42.47,44.25,42.16,154867,657250320.0,4.76,-3.26,-1.43,1.5
2022-03-30,42.66,43.83,44.16,42.01,136191,583193840.0,5.06,3.2,1.36,1.32
2022-03-31,43.64,43.71,45.86,43.07,135903,591858624.0,6.37,-0.27,-0.12,1.32
2022-04-01,44.0,45.87,47.11,43.66,229900,1037774720.0,7.89,4.94,2.16,2.23
2022-04-06,46.35,45.37,46.44,44.78,133299,594897664.0,3.62,-1.09,-0.5,1.29
2022-04-07,44.76,42.63,46.18,42.63,156655,678994816.0,7.82,-6.04,-2.74,1.52
2022-04-08,42.63,42.71,43.42,41.82,85498,359352848.0,3.75,0.19,0.08,0.83
2022-04-11,42.16,40.69,42.65,40.35,140439,563464672.0,5.39,-4.73,-2.02,1.36
2022-04-12,40.66,43.55,43.75,40.26,164930,695494480.0,8.58,7.03,2.86,1.6
2022-04-13,42.99,42.01,43.55,41.93,91621,383866816.0,3.72,-3.54,-1.54,0.89
2022-04-14,42.96,42.06,43.46,42.01,98727,412742992.0,3.45,0.12,0.05,0.96
2022-04-15,41.36,40.79,41.56,40.36,112821,452868320.0,2.85,-3.02,-1.27,1.09
2022-04-18,41.57,44.8,44.8,41.17,273835,1180720736.0,8.9,9.83,4.01,2.65
2022-04-19,45.46,43.92,46.11,43.08,207430,907417392.0,6.76,-1.96,-0.88,2.01
2022-04-20,43.92,43.85,44.96,43.18,127934,555403024.0,4.05,-0.16,-0.07,1.24
2022-04-21,43.23,41.64,43.89,41.47,148457,616913040.0,5.52,-5.04,-2.21,1.44
2022-04-22,41.46,42.05,42.98,40.76,106042,437605776.0,5.33,0.98,0.41,1.03
2022-04-25,41.66,41.03,43.66,40.74,157597,652324768.0,6.94,-2.43,-1.02,1.53
2022-04-26,41.38,36.99,41.96,36.99,266979,1026562784.0,12.11,-9.85,-4.04,2.59
2022-04-27,33.76,37.34,38.08,33.36,337113,1161942800.0,12.76,0.95,0.35,3.26
2022-04-28,36.66,36.76,37.96,35.64,173827,626082704.0,6.21,-1.55,-0.58,1.68
2022-04-29,37.19,39.53,40.07,37.02,188186,711653552.0,8.3,7.54,2.77,1.82
2022-05-05,39.96,40.28,41.54,39.39,152866,608684384.0,5.44,1.9,0.75,1.48
2022-05-06,38.86,38.6,40.06,38.46,120938,464263600.0,3.97,-4.17,-1.68,1.17
2022-05-09,38.01,37.1,38.85,37.02,105841,391777680.0,4.74,-3.89,-1.5,1.03
2022-05-10,36.3,37.97,38.02,35.51,91057,332488944.0,6.77,2.35,0.87,0.88
2022-05-11,37.97,40.67,41.7,37.74,301753,1213635824.0,10.43,7.11,2.7,2.92
2022-05-12,39.9,39.97,40.66,39.46,170891,671501488.0,2.95,-1.72,-0.7,1.66
2022-05-13,40.27,43.9,43.9,40.23,289666,1228740816.0,9.18,9.83,3.93,2.81
2022-05-16,45.31,46.24,47.96,44.72,394582,1794569840.0,7.38,5.33,2.34,3.82
2022-05-17,45.65,48.82,50.63,45.51,366829,1770407648.0,11.07,5.58,2.58,3.55
2022-05-18,48.66,48.05,50.46,47.69,315699,1522357696.0,5.67,-1.58,-0.77,3.06
2022-05-19,47.15,47.79,48.32,46.79,199512,936018912.0,3.18,-0.54,-0.26,1.93
2022-05-20,47.98,48.04,49.23,47.35,159635,758484000.0,3.93,0.52,0.25,1.55
2022-05-23,47.46,48.58,49.24,46.94,205242,975503872.0,4.79,1.12,0.54,1.99
2022-05-24,49.05,45.72,49.73,45.44,257221,1204442128.0,8.83,-5.89,-2.86,2.49
2022-05-25,45.88,46.83,46.94,44.33,184794,833909360.0,5.71,2.43,1.11,1.79
2022-05-26,46.81,47.64,48.14,45.87,141086,653966352.0,4.85,1.73,0.81,1.37
2022-05-27,47.66,47.89,49.16,46.63,194042,918959264.0,5.31,0.52,0.25,1.88
2022-05-30,49.09,52.61,52.61,47.87,461799,2322393376.0,9.9,9.86,4.72,4.47
2022-05-31,52.66,53.2,56.03,52.21,389990,2081778128.0,7.26,1.12,0.59,3.78
2022-06-01,53.65,58.45,58.45,52.57,352839,1967483552.0,11.05,9.87,5.25,3.42
2022-06-02,58.68,64.23,64.23,58.66,293202,1783083760.0,9.53,9.89,5.78,2.84
2022-06-06,68.65,69.91,70.59,66.66,590641,4058883360.0,6.12,8.84,5.68,5.72
2022-06-07,68.87,67.26,70.61,65.54,511727,3437721840.0,7.25,-3.79,-2.65,4.96
2022-06-08,67.37,67.34,68.46,64.67,463205,3058941056.0,5.63,0.12,0.08,4.49
2022-06-09,66.74,65.68,68.84,64.66,335905,2218833744.0,6.21,-2.47,-1.66,3.25
2022-06-10,65.33,72.18,72.18,65.18,416398,2875345072.0,10.66,9.9,6.5,4.03
2022-06-13,72.65,69.66,74.15,68.25,505636,3559571040.0,8.17,-3.49,-2.52,4.9
2022-06-14,67.66,67.69,69.66,64.24,575266,3793061008.0,7.78,-2.83,-1.97,5.57
2022-06-15,67.66,67.4,71.09,66.86,477879,3272041152.0,6.25,-0.43,-0.29,4.63
2022-06-16,67.86,71.04,73.91,67.86,449396,3170385072.0,8.98,5.4,3.64,4.35
2022-06-17,69.77,75.06,76.56,69.11,438542,3187306752.0,10.49,5.66,4.02,4.25
2022-06-20,76.76,72.67,78.32,71.26,430590,3158293216.0,9.41,-3.18,-2.39,4.17
2022-06-21,72.54,71.52,72.93,70.06,254659,1791407072.0,3.95,-1.58,-1.15,2.47
2022-06-22,72.64,70.96,73.98,70.87,265405,1907385856.0,4.35,-0.78,-0.56,2.57
2022-06-23,73.02,77.99,77.99,71.7,389269,2918438336.0,8.86,9.91,7.03,3.77
2022-06-24,80.56,85.72,85.72,79.76,359590,2949114032.0,7.64,9.91,7.73,3.48
2022-06-27,87.16,82.94,87.52,80.84,522014,4323470080.0,7.79,-3.24,-2.78,5.06
2022-06-28,83.38,88.41,91.16,80.98,508078,4313262336.0,12.27,6.6,5.47,4.92
2022-06-29,85.85,79.64,87.1,79.64,469970,3825006592.0,8.44,-9.92,-8.77,4.55
2022-06-30,77.86,81.75,84.86,77.86,394286,3218856784.0,8.79,2.65,2.11,3.82
2022-07-01,81.99,85.18,87.57,79.8,409837,3418711856.0,9.5,4.2,3.43,3.97
2022-07-04,85.66,83.67,86.48,77.47,422316,3421217616.0,10.58,-1.77,-1.51,4.09
2022-07-05,85.53,79.6,89.66,78.67,582128,4877522432.0,13.13,-4.86,-4.07,5.64
2022-07-06,77.66,78.26,79.1,75.61,412287,3153666000.0,4.38,-1.68,-1.34,3.99
2022-07-07,78.46,81.99,83.65,77.68,416363,3365403680.0,7.63,4.77,3.73,4.03
2022-07-08,82.96,79.15,83.11,78.76,243750,1937390720.0,5.31,-3.46,-2.84,2.36
2022-07-11,78.51,75.16,78.65,73.96,287755,2160633792.0,5.93,-5.04,-3.99,2.79
2022-07-12,76.56,75.36,77.27,73.45,236085,1766493575.0,5.08,0.27,0.2,2.29
2022-07-13,74.67,74.57,76.56,72.66,207977,1544865697.0,5.18,-1.05,-0.79,2.01
2022-07-14,73.78,76.26,77.39,73.46,221389,1671683316.0,5.27,2.27,1.69,2.14
2022-07-15,75.66,74.6,79.52,74.54,284799,2182729421.0,6.53,-2.18,-1.66,2.76
2022-07-18,75.17,75.86,78.34,74.74,216648,1641255952.0,4.83,1.69,1.26,2.1
2022-07-19,76.08,74.58,77.34,73.99,190267,1420222429.0,4.42,-1.69,-1.28,1.84
2022-07-20,73.79,73.89,75.02,73.13,152721,1117229808.0,2.53,-0.93,-0.69,1.48
2022-07-21,73.66,71.67,74.13,71.21,170398,1222077812.0,3.95,-3.0,-2.22,1.65
2022-07-22,71.66,72.72,73.46,71.59,152155,1095191741.0,2.61,1.47,1.05,1.47
2022-07-25,71.96,73.54,73.76,69.76,179828,1286020524.0,5.5,1.13,0.82,1.74
2022-07-26,73.67,74.31,76.36,72.95,211968,1566498708.0,4.64,1.05,0.77,2.05
2022-07-27,73.28,73.66,74.98,72.18,136317,992573633.0,3.77,-0.87,-0.65,1.32
2022-07-28,74.86,74.08,76.21,72.16,218525,1612494541.0,5.5,0.57,0.42,2.12
2022-07-29,73.66,77.06,79.52,73.06,280940,2116798460.0,8.72,4.02,2.98,2.72
2022-08-01,76.56,81.69,82.24,75.57,407050,3192962625.0,8.66,6.01,4.63,3.94
2022-08-02,78.66,75.22,78.84,75.22,337439,2572991855.0,4.43,-7.92,-6.47,3.27
2022-08-03,75.66,71.57,77.9,70.78,314155,2328773736.0,9.47,-4.85,-3.65,3.04
2022-08-04,71.74,68.76,72.66,66.8,269004,1837369616.0,8.19,-3.93,-2.81,2.61
2022-08-05,68.77,68.04,69.1,67.26,169351,1140260284.0,2.68,-1.05,-0.72,1.64
2022-08-08,67.31,67.41,68.61,65.51,138175,924050602.0,4.56,-0.93,-0.63,1.34
2022-08-09,67.66,66.98,68.57,66.66,166834,1115455120.0,2.83,-0.64,-0.43,1.62
2022-08-10,65.89,65.46,68.52,65.35,175754,1157132395.0,4.73,-2.27,-1.52,1.7
2022-08-11,65.51,65.88,66.43,64.29,187477,1216211556.0,3.27,0.64,0.42,1.82
2022-08-12,65.62,64.81,66.11,64.66,101672,655674615.0,2.2,-1.62,-1.07,0.98
2022-08-15,64.54,67.01,68.32,64.32,195292,1289598397.0,6.17,3.39,2.2,1.89
2022-08-16,66.97,66.98,68.26,65.87,159133,1059422515.0,3.57,-0.04,-0.03,1.54
2022-08-17,66.29,68.25,68.87,65.81,167890,1117966279.0,4.57,1.9,1.27,1.63
2022-08-18,68.52,65.97,68.8,65.67,171540,1136727156.0,4.59,-3.34,-2.28,1.66
2022-08-19,65.36,64.24,65.97,63.49,159087,1014820910.0,3.76,-2.62,-1.73,1.54
2022-08-22,64.05,67.48,67.73,63.26,215911,1422353228.0,6.96,5.04,3.24,2.09
2022-08-23,67.49,66.27,67.49,65.69,120410,790537545.0,2.67,-1.79,-1.21,1.17
2022-08-24,65.91,62.65,66.6,62.26,170606,1077974960.0,6.55,-5.46,-3.62,1.65
2022-08-25,63.36,64.65,64.73,62.55,153061,967658483.0,3.48,3.19,2.0,1.48
2022-08-26,64.66,66.19,67.51,64.35,158492,1042601559.0,4.89,2.38,1.54,1.53
2022-08-29,67.46,66.99,68.04,66.26,147778,983796155.0,2.69,1.21,0.8,1.43
2022-08-30,66.56,67.0,67.65,65.91,84326,557526419.0,2.6,0.01,0.01,0.82
2022-08-31,66.66,62.46,68.77,61.46,257620,1658147923.0,10.91,-6.78,-4.54,2.49
2022-09-01,62.46,65.18,66.36,61.32,182535,1160824961.0,8.07,4.35,2.72,1.77
2022-09-02,66.86,65.73,68.76,64.47,226430,1496534516.0,6.58,0.84,0.55,2.19
2022-09-05,64.77,64.92,65.76,63.16,136964,868632409.0,3.96,-1.23,-0.81,1.33
2022-09-06,65.66,66.55,67.64,65.16,168138,1114181111.0,3.82,2.51,1.63,1.63
2022-09-07,67.34,67.62,68.54,66.66,163092,1093185967.0,2.82,1.61,1.07,1.58
2022-09-08,67.75,65.76,68.36,65.76,112791,747266636.0,3.85,-2.75,-1.86,1.09
2022-09-09,65.5,66.29,67.43,65.11,82978,544254032.0,3.53,0.81,0.53,0.8
2022-09-13,66.96,70.33,71.57,66.76,243079,1669373563.0,7.26,6.09,4.04,2.35
2022-09-14,69.35,69.55,71.2,68.31,194463,1345368887.0,4.11,-1.11,-0.78,1.88
2022-09-15,69.86,64.0,70.15,63.9,268266,1759252482.0,8.99,-7.98,-5.55,2.6
2022-09-16,64.11,63.74,65.43,62.32,115075,730656072.0,4.86,-0.41,-0.26,1.11
2022-09-19,64.0,68.01,70.05,63.92,337812,2275352262.0,9.62,6.7,4.27,3.27
2022-09-20,68.59,68.82,70.14,68.36,198420,1359079323.0,2.62,1.19,0.81,1.92
2022-09-21,67.56,68.46,68.83,66.77,137452,923374039.0,2.99,-0.52,-0.36,1.33
2022-09-22,66.94,66.56,68.37,65.16,144419,956522035.0,4.69,-2.78,-1.9,1.4
2022-09-23,65.81,63.91,66.6,62.76,173851,1101156349.0,5.77,-3.98,-2.65,1.68
2022-09-26,62.88,64.44,65.52,62.48,128330,817041742.0,4.76,0.83,0.53,1.24
2022-09-27,65.26,64.65,65.51,63.06,100016,633479400.0,3.8,0.33,0.21,0.97
2022-09-28,63.78,61.29,64.31,60.99,129204,797306750.0,5.14,-5.2,-3.36,1.25
2022-09-29,62.25,58.74,62.31,57.66,163612,960620231.0,7.59,-4.16,-2.55,1.58
2022-09-30,57.77,55.92,58.54,55.92,136005,763490873.0,4.46,-4.8,-2.82,1.32
2022-10-10,52.66,50.39,53.33,50.39,194826,986036440.0,5.26,-9.89,-5.53,1.89
2022-10-11,48.86,50.73,51.16,47.96,175334,861127200.0,6.35,0.67,0.34,1.7
2022-10-12,50.97,53.15,53.31,50.45,176079,899168000.0,5.64,4.77,2.42,1.7
2022-10-13,52.47,52.53,53.98,52.07,117081,614712364.0,3.59,-1.17,-0.62,1.13
2022-10-14,53.18,55.1,55.75,53.18,166312,895403567.0,4.89,4.89,2.57,1.61
2022-10-17,54.27,54.37,55.27,52.91,127778,680330792.0,4.28,-1.32,-0.73,1.24
2022-10-18,55.74,54.05,56.61,53.95,117080,633794831.0,4.89,-0.59,-0.32,1.13
2022-10-19,53.55,53.64,55.34,53.21,96739,519475310.0,3.94,-0.76,-0.41,0.94
2022-10-20,52.66,52.92,53.63,51.5,97380,504785710.0,3.97,-1.34,-0.72,0.94
2022-10-21,53.06,51.62,53.11,51.43,81723,420895300.0,3.17,-2.46,-1.3,0.79
2022-10-24,51.21,50.11,52.39,49.61,116733,585935475.0,5.39,-2.93,-1.51,1.13
2022-10-25,50.23,50.98,51.86,49.16,132824,662173442.0,5.39,1.74,0.87,1.29
2022-10-26,51.04,50.9,51.76,50.16,103818,522663274.0,3.14,-0.16,-0.08,1.01
2022-10-27,50.89,49.37,51.64,49.37,120324,599200977.0,4.46,-3.01,-1.53,1.17
2022-10-28,48.86,46.99,49.31,46.56,173867,817073481.0,5.57,-4.82,-2.38,1.68
2022-10-31,46.99,46.83,47.66,46.32,105960,490800082.0,2.85,-0.34,-0.16,1.03
2022-11-01,47.56,48.02,48.19,46.58,146023,685450918.0,3.44,2.54,1.19,1.41
2022-11-02,48.08,52.76,52.76,47.87,231879,1158105250.0,10.18,9.87,4.74,2.25
2022-11-03,52.66,52.86,55.31,51.99,261689,1382327852.0,6.29,0.19,0.1,2.53
2022-11-04,52.45,58.08,58.08,52.35,394890,2205631367.0,10.84,9.88,5.22,3.82
2022-11-07,58.08,57.35,58.59,56.24,271918,1544678255.0,4.05,-1.26,-0.73,2.63
2022-11-08,56.93,56.16,58.16,55.57,157293,878253439.0,4.52,-2.07,-1.19,1.52
2022-11-09,56.35,55.46,57.66,55.18,151361,840584855.0,4.42,-1.25,-0.7,1.47
2022-11-10,53.96,54.16,54.64,53.06,152494,809574339.0,2.85,-2.34,-1.3,1.48
2022-11-11,56.66,54.91,57.36,53.82,225665,1230222598.0,6.54,1.38,0.75,2.19
2022-11-14,54.16,52.96,55.85,52.53,161199,853850360.0,6.05,-3.55,-1.95,1.56
2022-11-15,52.72,54.59,54.8,52.17,182755,968213949.0,4.97,3.08,1.63,1.77
2022-11-16,54.45,53.67,55.9,53.49,137807,742710678.0,4.41,-1.69,-0.92,1.33
2022-11-17,53.11,51.64,53.51,50.84,179810,918606579.0,4.97,-3.78,-2.03,1.74
2022-11-18,51.64,49.73,51.86,49.69,174416,868293691.0,4.2,-3.7,-1.91,1.69
2022-11-21,48.77,51.0,51.54,48.36,197840,974682540.0,6.39,2.55,1.27,1.92
2022-11-22,50.66,49.06,50.66,48.95,148734,730031199.0,3.35,-3.8,-1.94,1.44
2022-11-23,49.06,47.86,49.51,47.32,170484,808668583.0,4.46,-2.45,-1.2,1.65
2022-11-24,48.3,48.16,49.15,47.84,142999,684033414.0,2.74,0.63,0.3,1.38
2022-11-25,48.16,46.46,48.16,46.31,178655,826633893.0,3.84,-3.53,-1.7,1.73
2022-11-28,45.16,45.78,46.25,44.57,119888,538016039.0,3.62,-1.46,-0.68,1.16
2022-11-29,45.97,47.66,47.9,45.68,172799,799045863.0,4.85,4.11,1.88,1.67
2022-11-30,47.65,50.91,52.36,47.18,458669,2287583404.0,10.87,6.82,3.25,4.44
2022-12-01,52.96,49.52,54.54,49.46,364230,1846472959.0,9.98,-2.73,-1.39,3.53
2022-12-02,48.41,47.08,48.76,46.66,305037,1433138499.0,4.24,-4.93,-2.44,2.95
2022-12-05,47.76,47.1,48.53,46.79,234313,1099023372.0,3.7,0.04,0.02,2.27
2022-12-06,46.66,47.49,48.56,46.24,192498,901564007.0,4.93,0.83,0.39,1.86
2022-12-07,47.46,48.64,50.16,47.45,280144,1352774689.0,5.71,2.42,1.15,2.71
2022-12-08,48.65,48.52,49.84,48.07,162467,780691895.0,3.64,-0.25,-0.12,1.57
2022-12-09,48.67,48.35,49.04,47.76,121654,579547260.0,2.64,-0.35,-0.17,1.18
2022-12-12,47.96,47.22,47.96,47.01,109261,511029844.0,1.96,-2.34,-1.13,1.06
2022-12-13,47.05,46.36,48.49,46.28,165072,766825187.0,4.68,-1.82,-0.86,1.6
2022-12-14,45.91,46.18,46.72,45.66,104238,473591857.0,2.29,-0.39,-0.18,1.01
2022-12-15,46.36,47.97,48.05,45.97,211203,984173023.0,4.5,3.88,1.79,2.05
2022-12-16,47.47,45.46,47.51,45.26,199180,908229384.0,4.69,-5.23,-2.51,1.93
2022-12-19,45.61,46.46,48.46,45.61,253985,1179671424.0,6.27,2.2,1.0,2.46
2022-12-20,45.84,45.4,46.02,44.6,178400,794840499.0,3.06,-2.28,-1.06,1.73
2022-12-21,45.16,44.39,45.53,44.02,131116,575888896.0,3.33,-2.22,-1.01,1.27
2022-12-22,44.81,44.36,45.89,44.27,158788,704690935.0,3.65,-0.07,-0.03,1.54
2022-12-23,43.34,42.37,43.48,41.49,219790,913253266.0,4.49,-4.49,-1.99,2.13
2022-12-26,42.11,44.52,44.54,42.02,201497,868569577.0,5.95,5.07,2.15,1.95
2022-12-27,44.56,44.66,44.92,43.46,124229,541519648.0,3.28,0.31,0.14,1.2
2022-12-28,43.66,42.26,43.88,42.16,206058,866267087.0,3.85,-5.37,-2.4,2.0
2022-12-29,42.19,40.43,42.19,40.43,269826,1084170785.0,4.16,-4.33,-1.83,2.61
2022-12-30,41.06,40.65,42.16,40.54,181695,737096396.0,4.01,0.54,0.22,1.76
2023-01-03,40.66,42.47,42.61,39.96,208747,855710804.0,6.52,4.48,1.82,2.02
2023-01-04,41.66,41.4,41.99,40.95,125508,511972994.0,2.45,-2.52,-1.07,1.22
2023-01-05,42.34,41.76,42.66,41.54,152305,630488860.0,2.71,0.87,0.36,1.47
2023-01-06,41.54,41.87,42.81,41.37,155647,644021523.0,3.45,0.26,0.11,1.51
2023-01-09,41.64,42.11,43.07,41.48,196678,821780967.0,3.8,0.57,0.24,1.9
2023-01-10,42.36,44.66,45.86,41.26,408809,1756892183.0,10.92,6.06,2.55,3.96
2023-01-11,43.54,43.49,44.09,43.24,218515,939224782.0,1.9,-2.62,-1.17,2.12
2023-01-12,43.58,43.5,44.56,43.2,158318,681486941.0,3.13,0.02,0.01,1.53
2023-01-13,43.64,42.78,43.94,42.46,147151,621894522.0,3.4,-1.66,-0.72,1.42
2023-01-16,42.76,40.41,43.09,40.37,533090,2172687440.0,6.36,-5.54,-2.37,4.56
2023-01-17,40.44,40.45,41.17,39.04,284767,1128737432.0,5.27,0.1,0.04,2.43
2023-01-18,40.44,40.16,41.54,40.06,235068,940226015.0,3.66,-0.72,-0.29,2.01
2023-01-19,40.24,39.66,40.24,39.5,174154,680839361.0,1.84,-1.25,-0.5,1.49
2023-01-20,39.74,40.21,40.35,39.35,210534,824665914.0,2.52,1.39,0.55,1.8
2023-01-30,41.67,41.57,43.44,41.51,481903,2008417243.0,4.8,3.38,1.36,4.12
2023-01-31,41.11,41.59,42.16,41.07,254499,1042650603.0,2.62,0.05,0.02,2.18
2023-02-01,41.59,42.48,43.16,41.39,386867,1614385838.0,4.26,2.14,0.89,3.31
2023-02-02,42.76,43.11,44.06,42.21,366414,1555747302.0,4.35,1.48,0.63,3.13
2023-02-03,43.08,41.3,43.08,40.81,391516,1604187087.0,5.27,-4.2,-1.81,3.35
2023-02-06,41.28,40.64,41.62,40.55,225671,909419303.0,2.59,-1.6,-0.66,1.93
2023-02-07,40.76,40.88,41.02,40.32,162552,649833372.0,1.72,0.59,0.24,1.39
2023-02-08,41.16,40.34,41.21,40.22,173940,693348258.0,2.42,-1.32,-0.54,1.49
2023-02-09,40.22,41.22,41.41,39.87,231616,929672664.0,3.82,2.18,0.88,1.98
2023-02-10,41.21,40.07,41.22,39.86,259430,1029096982.0,3.3,-2.79,-1.15,2.22
2023-02-13,40.35,40.48,40.79,39.66,188058,743886874.0,2.82,1.02,0.41,1.61
2023-02-14,40.49,40.08,40.65,38.36,324349,1266002623.0,5.66,-0.99,-0.4,2.77
2023-02-15,39.96,39.69,40.79,39.53,233345,919436876.0,3.14,-0.97,-0.39,1.99
2023-02-16,39.69,38.21,39.75,37.89,377825,1441903768.0,4.69,-3.73,-1.48,3.23
2023-02-17,37.9,36.48,38.04,36.45,366925,1336346568.0,4.16,-4.53,-1.73,3.14
2023-02-20,36.66,37.2,37.23,36.02,222849,803555529.0,3.32,1.97,0.72,1.9
2023-02-21,37.22,38.07,38.65,37.21,289856,1082597065.0,3.87,2.34,0.87,2.48
2023-02-22,37.8,38.36,38.75,37.37,231572,865068979.0,3.62,0.76,0.29,1.98
2023-02-23,38.31,38.06,39.12,37.93,216522,818903862.0,3.1,-0.78,-0.3,1.85
2023-02-24,37.66,37.69,38.09,37.32,135095,499842495.0,2.02,-0.97,-0.37,1.15
2023-02-27,38.56,37.98,38.76,37.62,202536,757850970.0,3.02,0.77,0.29,1.73
2023-02-28,37.96,38.31,38.38,37.57,145500,542142509.0,2.13,0.87,0.33,1.24
2023-03-01,38.23,39.66,39.87,37.89,376178,1443106394.0,5.17,3.52,1.35,3.22
2023-03-02,39.57,39.17,39.94,38.89,254451,985176470.0,2.65,-1.24,-0.49,2.17
2023-03-03,38.94,39.17,39.52,38.83,157775,606594349.0,1.76,0.0,0.0,1.35
2023-03-06,39.15,39.16,39.43,38.26,160336,612188520.0,2.99,-0.03,-0.01,1.37
2023-03-07,38.93,38.43,39.57,38.4,179134,686456386.0,2.99,-1.86,-0.73,1.53
2023-03-08,37.81,38.48,38.64,37.67,129963,487249548.0,2.52,0.13,0.05,1.11
2023-03-09,38.88,39.14,40.15,38.88,285733,1108839168.0,3.3,1.72,0.66,2.44
2023-03-10,38.63,37.64,38.89,37.36,261614,974201727.0,3.91,-3.83,-1.5,2.24
2023-03-13,36.87,37.0,37.15,36.46,197304,712884707.0,1.83,-1.7,-0.64,1.69
2023-03-14,37.0,39.46,40.31,36.35,469168,1783543459.0,10.7,6.65,2.46,4.01
2023-03-15,39.26,39.65,39.82,38.77,328618,1270647017.0,2.66,0.48,0.19,2.81
2023-03-16,39.26,39.44,41.22,39.07,340331,1342911360.0,5.42,-0.53,-0.21,2.91
2023-03-17,39.55,40.37,40.86,38.86,419642,1655255793.0,5.07,2.36,0.93,3.59
2023-03-20,40.16,41.51,41.84,39.67,412926,1671519303.0,5.38,2.82,1.14,3.53
2023-03-21,41.64,41.97,42.15,40.89,376213,1544548670.0,3.04,1.11,0.46,3.22
2023-03-22,41.78,41.17,42.22,40.86,261706,1066916110.0,3.24,-1.91,-0.8,2.24
2023-03-23,40.71,40.86,41.34,40.48,195707,786486135.0,2.09,-0.75,-0.31,1.67
2023-03-24,41.26,40.9,41.66,40.57,179990,728319734.0,2.67,0.1,0.04,1.54
2023-03-27,40.56,40.06,41.06,39.68,210246,832078663.0,3.37,-2.05,-0.84,1.8
2023-03-28,40.21,39.54,40.54,39.54,163112,639722425.0,2.5,-1.3,-0.52,1.39
2023-03-29,39.46,38.65,39.91,38.47,164592,635231536.0,3.64,-2.25,-0.89,1.41
2023-03-30,38.66,39.13,39.48,38.32,140834,539429857.0,3.0,1.24,0.48,1.2
2023-03-31,39.12,38.51,39.36,36.29,256569,961973921.0,7.85,-1.58,-0.62,2.19
2023-04-03,37.26,36.79,37.26,36.22,308117,1110453661.0,2.7,-4.47,-1.72,2.63
2023-04-04,36.56,36.24,36.9,36.03,196553,701980827.0,2.36,-1.49,-0.55,1.68
2023-04-06,36.24,34.7,36.26,34.66,263844,906022439.0,4.42,-4.25,-1.54,2.26
2023-04-07,34.63,34.85,35.07,34.35,144767,494127073.0,2.07,0.43,0.15,1.24
2023-04-10,34.85,33.71,34.86,33.71,198894,665907072.0,3.3,-3.27,-1.14,1.7
2023-04-11,33.7,34.0,34.3,33.7,122180,406746901.0,1.78,0.86,0.29,1.04
2023-04-12,33.99,33.27,33.99,32.98,165061,539886644.0,2.97,-2.15,-0.73,1.41
2023-04-13,32.98,32.57,33.44,32.55,161089,518398661.0,2.68,-2.1,-0.7,1.38
2023-04-14,32.61,33.35,33.66,32.61,189414,617908020.0,3.22,2.39,0.78,1.62
2023-04-17,33.78,34.33,35.08,33.72,215938,727438711.0,4.08,2.94,0.98,1.44
2023-04-18,34.91,34.27,35.22,34.16,157951,536453006.0,3.09,-0.17,-0.06,1.05
2023-04-19,34.14,33.46,34.14,33.38,130166,428722476.0,2.22,-2.36,-0.81,0.87
2023-04-20,33.38,32.49,33.38,32.21,181262,578835672.0,3.5,-2.9,-0.97,1.21
2023-04-21,32.32,31.58,32.86,31.35,152398,478526419.0,4.65,-2.8,-0.91,1.02
2023-04-24,31.58,30.46,31.99,30.24,304837,926511641.0,5.54,-3.55,-1.12,2.04
2023-04-25,30.47,29.72,30.53,29.27,234555,680164610.0,4.14,-2.43,-0.74,1.57
2023-04-26,29.6,30.19,30.75,29.48,162562,480410241.0,4.27,1.58,0.47,1.09
