日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-02-09,14.02,14.18,14.21,13.67,259713,347489216.0,3.85,1.21,0.17,2.73
2021-02-10,14.59,13.87,14.86,13.76,335386,453501744.0,7.76,-2.19,-0.31,3.53
2021-02-18,13.71,14.88,15.18,13.71,445532,619687232.0,10.6,7.28,1.01,4.68
2021-02-19,15.31,16.3,16.3,15.11,322520,492495008.0,8.0,9.54,1.42,3.39
2021-02-22,16.46,15.75,16.98,15.47,578661,892607296.0,9.26,-3.37,-0.55,6.08
2021-02-23,15.76,17.26,17.26,15.37,390069,622903936.0,12.0,9.59,1.51,4.1
2021-02-24,17.36,18.92,18.92,17.36,781173,1404064368.0,9.04,9.62,1.66,8.21
2021-02-25,18.01,18.24,19.58,17.82,653047,1169478752.0,9.3,-3.59,-0.68,6.87
2021-02-26,17.88,19.86,20.0,17.88,787175,1482569280.0,11.62,8.88,1.62,8.28
2021-03-01,19.31,20.13,20.74,18.57,760461,1439183280.0,10.93,1.36,0.27,8.0
2021-03-02,19.77,19.15,20.24,18.78,401074,752945712.0,7.25,-4.87,-0.98,4.22
2021-03-03,18.86,21.0,21.0,18.81,382073,753624928.0,11.44,9.66,1.85,4.02
2021-03-04,21.84,23.03,23.03,21.56,506695,1115626480.0,7.0,9.67,2.03,5.33
2021-03-05,22.51,23.91,24.46,21.86,592086,1330682832.0,11.29,3.82,0.88,6.23
2021-03-08,23.48,22.23,24.16,22.12,447365,994138512.0,8.53,-7.03,-1.68,4.7
2021-03-09,22.68,20.07,23.05,20.07,430930,855101920.0,13.41,-9.72,-2.16,4.53
2021-03-10,19.76,18.51,19.94,18.41,430578,788705408.0,7.62,-7.77,-1.56,4.53
2021-03-11,18.68,19.86,20.3,17.84,609427,1146922752.0,13.29,7.29,1.35,6.41
2021-03-12,20.51,21.18,21.78,20.46,690778,1441881920.0,6.65,6.65,1.32,7.26
2021-03-15,19.99,20.51,20.82,19.16,425645,828872976.0,7.84,-3.16,-0.67,4.48
2021-03-16,20.66,22.5,22.5,20.24,495280,1028496288.0,11.02,9.7,1.99,5.21
2021-03-17,22.62,23.26,24.32,22.16,513891,1163955648.0,9.6,3.38,0.76,5.4
2021-03-18,23.36,22.63,24.16,22.2,448757,1005678192.0,8.43,-2.71,-0.63,4.72
2021-03-19,22.02,23.01,23.32,21.74,375228,823081376.0,6.98,1.68,0.38,3.95
2021-03-22,22.96,25.25,25.25,22.76,369228,876724032.0,10.82,9.73,2.24,3.88
2021-03-23,26.46,25.16,26.74,24.23,503472,1243917248.0,9.94,-0.36,-0.09,5.29
2021-03-24,24.74,25.84,26.13,24.24,430655,1054690064.0,7.51,2.7,0.68,4.53
2021-03-25,25.09,23.48,26.78,23.32,439110,1076588080.0,13.39,-9.13,-2.36,4.62
2021-03-26,23.84,25.26,25.76,23.84,566780,1372165008.0,8.18,7.58,1.78,5.96
2021-03-29,24.73,23.46,24.96,23.03,518039,1194286368.0,7.64,-7.13,-1.8,5.38
2021-03-30,23.59,23.6,23.84,21.63,437734,968222288.0,9.42,0.6,0.14,4.54
2021-03-31,23.6,23.91,24.92,23.6,404904,960567360.0,5.59,1.31,0.31,4.2
2021-04-01,23.16,24.3,24.96,23.16,423629,998280800.0,7.53,1.63,0.39,4.4
2021-04-02,24.21,23.11,24.79,23.07,356130,823379536.0,7.08,-4.9,-1.19,3.7
2021-04-06,23.32,24.54,25.26,22.96,429175,1017335088.0,9.95,6.19,1.43,4.45
2021-04-07,25.07,25.21,25.9,23.73,435029,1044470560.0,8.84,2.73,0.67,4.51
2021-04-08,24.81,27.67,27.67,24.46,495736,1265503776.0,12.73,9.76,2.46,5.14
2021-04-09,27.62,27.05,28.32,26.66,395173,1060025968.0,6.0,-2.24,-0.62,4.1
2021-04-12,27.05,28.71,29.31,26.89,424386,1176530848.0,8.95,6.14,1.66,4.4
2021-04-13,28.36,30.52,31.52,28.23,481659,1437183872.0,11.46,6.3,1.81,5.0
2021-04-14,30.52,30.81,31.29,29.65,360887,1074439328.0,5.37,0.95,0.29,3.74
2021-04-15,30.46,30.48,31.16,29.31,320948,947624256.0,6.0,-1.07,-0.33,3.33
2021-04-16,30.92,29.66,32.57,29.25,539805,1607799648.0,10.89,-2.69,-0.82,5.6
2021-04-19,32.56,32.56,32.56,31.66,276122,877856624.0,3.03,9.78,2.9,2.86
2021-04-20,35.75,35.75,35.75,35.75,144070,505540816.0,0.0,9.8,3.19,1.49
2021-04-21,36.66,32.24,36.66,32.24,1003600,3302488784.0,12.36,-9.82,-3.51,10.41
2021-04-22,31.26,35.4,35.4,31.01,955019,3193556848.0,13.62,9.8,3.16,9.91
2021-04-23,35.37,38.87,38.87,34.77,549157,2048650336.0,11.58,9.8,3.47,5.7
2021-04-26,41.93,42.69,42.69,40.66,400663,1670975776.0,5.22,9.83,3.82,4.16
2021-04-27,43.66,44.16,46.89,40.66,1005338,4314565120.0,14.59,3.44,1.47,10.43
2021-04-28,43.06,47.66,48.51,42.71,1039155,4826912768.0,13.13,7.93,3.5,10.78
2021-04-29,47.16,44.71,47.96,43.16,905642,4053158592.0,10.07,-6.19,-2.95,9.4
2021-04-30,44.27,49.12,49.12,44.27,787146,3669903712.0,10.85,9.86,4.41,8.17
2021-05-06,50.66,53.97,53.97,50.46,681211,3572427472.0,7.15,9.87,4.85,7.07
2021-05-07,54.32,56.35,57.44,51.36,754607,4074663072.0,11.27,4.41,2.38,7.83
2021-05-10,55.96,61.92,61.92,55.83,508975,3001645536.0,10.81,9.88,5.57,5.28
2021-05-11,64.45,62.05,68.05,59.66,950439,6048058880.0,13.55,0.21,0.13,9.86
2021-05-12,61.66,64.06,65.54,60.19,828507,5188421888.0,8.62,3.24,2.01,8.6
2021-05-13,62.66,58.36,62.66,57.72,747057,4385652480.0,7.71,-8.9,-5.7,7.75
2021-05-14,60.66,58.98,61.32,57.18,637180,3733365040.0,7.09,1.06,0.62,6.61
2021-05-17,58.86,61.15,64.5,57.71,773252,4697033728.0,11.51,3.68,2.17,8.02
2021-05-18,60.47,67.2,67.2,60.25,833628,5366452480.0,11.37,9.89,6.05,8.65
2021-05-19,69.65,64.69,70.2,63.41,947903,6257154304.0,10.1,-3.74,-2.51,9.84
2021-05-20,60.79,58.29,61.96,58.29,775921,4596110592.0,5.67,-9.89,-6.4,8.05
2021-05-21,57.46,58.33,60.16,56.21,565180,3256329248.0,6.78,0.07,0.04,5.86
2021-05-24,57.81,54.86,57.86,53.03,732618,3968305856.0,8.28,-5.95,-3.47,7.6
2021-05-25,54.86,54.93,55.81,53.56,538221,2906204656.0,4.1,0.13,0.07,5.58
2021-05-26,54.66,58.46,59.62,54.66,741063,4169070288.0,9.03,6.43,3.53,7.69
2021-05-27,58.66,57.98,59.11,55.57,491206,2789186128.0,6.06,-0.82,-0.48,5.1
2021-05-28,58.46,58.75,60.69,57.31,513749,3006301248.0,5.83,1.33,0.77,5.33
2021-05-31,55.66,60.67,61.01,54.21,616712,3515149648.0,11.57,3.27,1.92,6.4
2021-06-01,59.66,62.55,65.23,59.1,630492,3927852640.0,10.1,3.1,1.88,6.54
2021-06-02,61.81,61.1,63.63,60.31,408431,2499776832.0,5.31,-2.32,-1.45,4.24
2021-06-03,62.41,57.66,62.67,56.92,458550,2692151216.0,9.41,-5.63,-3.44,4.76
2021-06-04,56.56,56.66,57.86,55.46,288251,1611514000.0,4.16,-1.73,-1.0,2.99
2021-06-07,56.11,58.79,58.96,55.21,337025,1905666432.0,6.62,3.76,2.13,3.47
2021-06-08,58.26,59.33,60.71,56.41,338156,1967329776.0,7.31,0.92,0.54,3.48
2021-06-09,57.66,61.77,62.01,56.66,434622,2582870496.0,9.02,4.11,2.44,4.48
2021-06-10,60.84,61.86,64.24,60.66,420569,2605559120.0,5.8,0.15,0.09,4.33
2021-06-11,60.66,67.98,67.98,58.67,594384,3776867008.0,15.05,9.89,6.12,6.13
2021-06-15,69.66,68.06,71.35,65.66,566045,3861069680.0,8.37,0.12,0.08,5.83
2021-06-16,67.72,64.14,69.46,63.16,407459,2668411792.0,9.26,-5.76,-3.92,4.2
2021-06-17,64.64,66.46,66.46,62.46,351142,2243401616.0,6.24,3.62,2.32,3.62
2021-06-18,67.46,73.04,73.04,66.66,381512,2669140480.0,9.6,9.9,6.58,3.93
2021-06-21,75.56,77.86,80.28,72.66,559711,4306955264.0,10.43,6.6,4.82,5.77
2021-06-22,78.52,78.89,84.49,76.26,547718,4384485632.0,10.57,1.32,1.03,5.64
2021-06-23,79.55,78.43,82.16,77.12,424359,3341273408.0,6.39,-0.58,-0.46,4.37
2021-06-24,79.21,79.88,81.66,76.29,337593,2655233216.0,6.85,1.85,1.45,3.48
2021-06-25,79.67,75.96,79.67,73.96,384223,2906320608.0,7.15,-4.91,-3.92,3.96
2021-06-28,75.02,75.65,77.01,74.34,223977,1677214064.0,3.52,-0.41,-0.31,2.3
2021-06-29,76.65,70.75,77.06,68.15,461380,3233298832.0,11.78,-6.48,-4.9,4.74
2021-06-30,69.81,67.33,70.66,65.71,344375,2319676112.0,7.0,-4.83,-3.42,3.53
2021-07-01,68.46,67.73,69.08,66.5,304832,2057867184.0,3.83,0.59,0.4,3.13
2021-07-02,67.2,62.79,68.46,62.64,325332,2081595408.0,8.59,-7.29,-4.94,3.34
2021-07-05,62.68,63.57,64.36,61.02,318103,1977005872.0,5.32,1.24,0.78,3.26
2021-07-06,62.81,62.2,64.31,61.36,243375,1508478144.0,4.64,-2.16,-1.37,2.5
2021-07-07,61.67,66.96,67.46,60.96,355382,2278643104.0,10.45,7.65,4.76,3.65
2021-07-08,66.66,64.23,66.66,64.01,243629,1562773120.0,3.96,-4.08,-2.73,2.5
2021-07-09,63.56,67.61,68.63,62.56,308163,2034664384.0,9.45,5.26,3.38,3.16
2021-07-12,70.65,74.31,74.31,70.65,391545,2849903376.0,5.41,9.91,6.7,4.02
2021-07-13,74.31,75.52,77.69,70.71,386233,2866610224.0,9.39,1.63,1.21,3.96
2021-07-14,75.5,68.53,75.51,68.24,364176,2562282160.0,9.63,-9.26,-6.99,3.74
2021-07-15,67.66,68.11,69.66,65.96,233620,1562080096.0,5.4,-0.61,-0.42,2.4
2021-07-16,67.66,65.89,68.65,65.66,206315,1369398640.0,4.39,-3.26,-2.22,2.12
2021-07-19,64.55,63.87,66.18,63.54,180552,1152285360.0,4.01,-3.07,-2.02,1.85
2021-07-20,63.22,67.28,67.55,63.02,231540,1520068464.0,7.09,5.34,3.41,2.38
2021-07-21,66.75,67.07,69.43,66.72,246705,1658523168.0,4.03,-0.31,-0.21,2.53
2021-07-22,67.19,64.37,67.65,62.42,330203,2095394368.0,7.8,-4.03,-2.7,3.39
2021-07-23,63.81,63.65,66.61,62.79,260891,1662636096.0,5.93,-1.12,-0.72,2.68
2021-07-26,62.65,58.71,63.8,57.93,328973,1960631040.0,9.22,-7.76,-4.94,3.38
2021-07-27,58.66,57.36,60.54,57.26,219458,1274107728.0,5.59,-2.3,-1.35,2.25
2021-07-28,56.66,56.46,58.25,53.37,188648,1042308656.0,8.51,-1.57,-0.9,1.94
2021-07-29,58.16,58.04,58.54,56.5,185147,1055018000.0,3.61,2.8,1.58,1.9
2021-07-30,57.66,58.77,60.16,56.46,209605,1213224688.0,6.37,1.26,0.73,2.15
2021-08-02,60.09,61.72,63.55,60.09,257211,1569180944.0,5.89,5.02,2.95,2.64
2021-08-03,61.74,57.91,61.74,57.21,209455,1220979568.0,7.34,-6.17,-3.81,2.15
2021-08-04,57.31,61.58,63.16,57.31,302929,1838372720.0,10.1,6.34,3.67,3.11
2021-08-05,60.65,61.66,62.94,59.96,172013,1045405248.0,4.84,0.13,0.08,1.77
2021-08-06,62.92,59.85,63.04,58.31,223777,1332068784.0,7.67,-2.94,-1.81,2.3
2021-08-09,58.85,62.45,63.5,57.54,286207,1726217904.0,9.96,4.34,2.6,2.94
2021-08-10,63.42,62.67,63.74,61.33,177638,1095105824.0,3.86,0.35,0.22,1.82
2021-08-11,62.66,61.16,62.96,60.66,120846,735922096.0,3.67,-2.41,-1.51,1.24
2021-08-12,60.81,61.99,64.29,59.66,242668,1491771936.0,7.57,1.36,0.83,2.49
2021-08-13,61.12,59.67,61.56,59.27,190640,1134543264.0,3.69,-3.74,-2.32,1.96
2021-08-16,58.83,56.35,59.51,56.33,236664,1344173280.0,5.33,-5.56,-3.32,2.43
2021-08-17,55.81,53.25,57.06,53.07,240729,1303376128.0,7.08,-5.5,-3.1,2.47
2021-08-18,53.13,53.86,54.14,52.32,154886,817400848.0,3.42,1.15,0.61,1.59
2021-08-19,53.91,56.55,57.16,53.91,215948,1199104704.0,6.03,4.99,2.69,2.22
2021-08-20,56.54,57.22,57.61,55.16,152246,847265728.0,4.33,1.18,0.67,1.56
2021-08-23,58.16,62.88,62.88,58.0,306519,1872148544.0,8.53,9.89,5.66,3.15
2021-08-24,65.34,66.01,67.32,64.32,441381,2877931856.0,4.77,4.98,3.13,4.53
2021-08-25,66.71,67.56,70.24,64.66,339123,2278102384.0,8.45,2.35,1.55,3.48
2021-08-26,67.78,66.91,69.67,66.58,200320,1344881008.0,4.57,-0.96,-0.65,2.06
2021-08-27,66.96,73.54,73.54,66.96,262378,1856865344.0,9.83,9.91,6.63,2.69
2021-08-30,72.26,72.41,75.33,71.26,375425,2718681728.0,5.53,-1.54,-1.13,3.85
2021-08-31,71.6,75.26,77.3,71.6,287623,2140674480.0,7.87,3.94,2.85,2.95
2021-09-01,74.24,74.97,77.16,72.64,243367,1810146864.0,6.01,-0.39,-0.29,2.5
2021-09-02,73.99,76.64,79.46,73.91,198122,1506520832.0,7.4,2.23,1.67,2.03
2021-09-03,75.82,78.09,78.16,73.16,260729,1967512096.0,6.52,1.89,1.45,2.68
2021-09-06,77.32,74.78,77.55,72.28,220818,1636367136.0,6.75,-4.24,-3.31,2.27
2021-09-07,75.16,79.96,81.93,74.77,271536,2132102464.0,9.57,6.93,5.18,2.79
2021-09-08,80.4,79.97,82.49,77.66,194831,1548956992.0,6.04,0.01,0.01,2.0
2021-09-09,79.95,78.16,80.97,77.32,159995,1247294784.0,4.56,-2.26,-1.81,1.64
2021-09-10,78.38,75.63,78.66,74.67,198778,1501736928.0,5.1,-3.24,-2.53,2.04
2021-09-13,76.89,76.37,77.56,73.46,183518,1373274256.0,5.42,0.98,0.74,1.88
2021-09-14,76.38,80.22,82.54,75.56,190804,1513937568.0,9.14,5.04,3.85,1.96
2021-09-15,81.16,80.64,81.66,78.01,146347,1157124960.0,4.55,0.52,0.42,1.5
2021-09-16,79.54,79.77,81.16,76.77,149831,1180306864.0,5.44,-1.08,-0.87,1.54
2021-09-17,79.74,76.36,82.65,75.77,172107,1338706016.0,8.62,-4.27,-3.41,1.77
2021-09-22,74.13,73.06,75.94,72.96,159374,1175787552.0,3.9,-4.32,-3.3,1.64
2021-09-23,74.5,70.96,74.66,70.66,152974,1093568784.0,5.47,-2.87,-2.1,1.57
2021-09-24,71.15,70.06,72.26,69.37,122756,857410080.0,4.07,-1.27,-0.9,1.26
2021-09-27,68.66,63.12,70.66,63.12,288731,1878955104.0,10.76,-9.91,-6.94,2.96
2021-09-28,63.06,60.66,63.11,60.14,233358,1414584480.0,4.71,-3.9,-2.46,2.4
2021-09-29,61.31,58.89,61.43,57.46,171727,1000037216.0,6.54,-2.92,-1.77,1.76
2021-09-30,59.86,60.04,61.42,58.16,151728,905578208.0,5.54,1.95,1.15,1.55
2021-10-08,61.62,60.1,61.62,59.13,126623,752195664.0,4.15,0.1,0.06,1.3
2021-10-11,59.26,61.17,64.16,58.16,195139,1185817440.0,9.98,1.78,1.07,2.0
2021-10-12,60.6,59.85,63.06,58.82,166682,1002806560.0,6.93,-2.16,-1.32,1.71
2021-10-13,59.55,62.15,63.45,59.37,185855,1140298368.0,6.82,3.84,2.3,1.9
2021-10-14,61.74,60.81,63.16,60.31,123797,749558608.0,4.59,-2.16,-1.34,1.27
2021-10-15,60.82,61.76,62.96,59.86,165169,1012852080.0,5.1,1.56,0.95,1.69
2021-10-18,62.88,67.87,67.87,61.76,170924,1104409696.0,9.89,9.89,6.11,1.75
2021-10-19,69.86,68.39,72.54,67.33,278002,1915453536.0,7.68,0.77,0.52,2.85
2021-10-20,68.39,72.11,74.66,67.06,243511,1732891232.0,11.11,5.44,3.72,2.49
2021-10-21,73.51,70.46,73.51,70.05,167233,1173865072.0,4.8,-2.29,-1.65,1.71
2021-10-22,70.46,69.67,71.63,69.26,131917,918300384.0,3.36,-1.12,-0.79,1.35
2021-10-25,70.66,71.95,72.65,69.16,147181,1035928336.0,5.01,3.27,2.28,1.51
2021-10-26,74.28,70.26,75.64,70.26,176227,1248854400.0,7.48,-2.35,-1.69,1.81
2021-10-27,70.55,69.4,71.46,68.97,105361,729332992.0,3.54,-1.22,-0.86,1.08
2021-10-28,68.71,66.35,69.36,66.01,128459,854822176.0,4.83,-4.39,-3.05,1.32
2021-10-29,66.54,68.33,68.34,66.31,108970,727433136.0,3.06,2.98,1.98,1.12
2021-11-01,67.36,68.98,70.15,65.44,138786,930770416.0,6.89,0.95,0.65,1.42
2021-11-02,68.56,69.0,71.16,67.65,114337,786905776.0,5.09,0.03,0.02,1.17
2021-11-03,68.18,67.16,68.96,66.3,116089,771539968.0,3.86,-2.67,-1.84,1.19
2021-11-04,68.45,69.01,70.51,67.69,126140,865525440.0,4.2,2.75,1.85,1.29
2021-11-05,68.28,68.06,70.82,67.16,96449,657183568.0,5.3,-1.38,-0.95,0.99
2021-11-08,68.07,71.69,73.04,68.07,174751,1236397584.0,7.3,5.33,3.63,1.79
2021-11-09,71.48,71.54,72.35,69.92,119513,841784960.0,3.39,-0.21,-0.15,1.22
2021-11-10,70.56,66.04,70.56,65.62,216600,1442777056.0,6.91,-7.69,-5.5,2.22
2021-11-11,65.96,62.48,65.96,61.77,224245,1397627072.0,6.34,-5.39,-3.56,2.3
2021-11-12,62.51,63.05,63.11,60.66,135151,833512224.0,3.92,0.91,0.57,1.38
2021-11-15,63.65,61.96,64.3,61.68,127927,792239728.0,4.16,-1.73,-1.09,1.31
2021-11-16,62.16,60.61,62.26,60.33,125443,756406896.0,3.11,-2.18,-1.35,1.29
2021-11-17,61.07,62.22,62.4,59.84,114072,696098240.0,4.22,2.66,1.61,1.17
2021-11-18,62.24,62.95,63.45,61.49,99735,618221648.0,3.15,1.17,0.73,1.02
2021-11-19,63.16,62.76,64.19,61.39,114404,708950128.0,4.45,-0.3,-0.19,1.17
2021-11-22,63.65,66.2,68.65,63.18,211649,1396099120.0,8.72,5.48,3.44,2.17
2021-11-23,65.54,66.95,66.95,64.45,147476,961379088.0,3.78,1.13,0.75,1.51
2021-11-24,66.95,67.86,68.33,66.19,152876,1020953248.0,3.2,1.36,0.91,1.57
2021-11-25,67.76,65.96,68.36,65.16,128327,842075792.0,4.72,-2.8,-1.9,1.31
2021-11-26,66.16,67.05,67.19,65.18,94398,619456944.0,3.05,1.65,1.09,0.97
2021-11-29,65.66,67.35,68.33,65.26,117656,782201392.0,4.58,0.45,0.3,1.21
2021-11-30,68.66,70.3,73.24,68.16,235467,1654263296.0,7.54,4.38,2.95,2.41
2021-12-01,70.3,68.02,70.3,66.41,163610,1101741776.0,5.53,-3.24,-2.28,1.68
2021-12-02,69.33,70.89,72.93,64.59,303372,2068903232.0,12.26,4.22,2.87,3.11
2021-12-03,69.66,73.35,76.54,69.34,309687,2265930400.0,10.16,3.47,2.46,3.17
2021-12-06,74.3,74.19,76.66,73.65,246186,1838946800.0,4.1,1.15,0.84,2.52
2021-12-07,74.79,72.17,76.05,69.82,191672,1373944000.0,8.4,-2.72,-2.02,1.96
2021-12-08,72.62,72.35,73.31,70.46,128398,911608320.0,3.95,0.25,0.18,1.32
2021-12-09,72.08,72.16,74.26,71.36,109320,784275072.0,4.01,-0.26,-0.19,1.12
2021-12-10,71.5,69.74,72.14,68.36,214291,1475782784.0,5.24,-3.35,-2.42,2.2
2021-12-13,68.84,76.65,76.65,68.56,308548,2260131168.0,11.6,9.91,6.91,3.16
2021-12-14,76.65,74.46,77.81,73.96,231600,1732270320.0,5.02,-2.86,-2.19,2.37
2021-12-15,75.16,76.04,78.17,74.67,160374,1217432656.0,4.7,2.12,1.58,1.64
2021-12-16,75.66,75.2,77.72,74.37,106441,797728624.0,4.41,-1.1,-0.84,1.09
2021-12-17,75.26,72.8,75.65,72.66,95888,702622768.0,3.98,-3.19,-2.4,0.98
2021-12-20,72.16,73.56,74.43,71.31,116064,839349296.0,4.29,1.04,0.76,1.19
2021-12-21,73.61,75.96,78.43,73.06,149872,1131608016.0,7.3,3.26,2.4,1.54
2021-12-22,77.17,76.83,78.16,73.85,128659,966326928.0,5.67,1.15,0.87,1.32
2021-12-23,76.84,70.87,76.94,69.96,257900,1845178000.0,9.08,-7.76,-5.96,2.64
2021-12-24,71.34,63.85,72.62,63.85,313131,2032661120.0,12.37,-9.91,-7.02,3.21
2021-12-27,60.66,58.11,62.09,57.66,345920,2026159520.0,6.94,-8.99,-5.74,3.54
2021-12-28,58.97,58.51,59.64,56.18,260258,1489279648.0,5.95,0.69,0.4,2.52
2021-12-29,58.41,57.34,58.41,56.67,144241,819000240.0,2.97,-2.0,-1.17,1.4
2021-12-30,57.65,56.32,57.66,55.04,215400,1194203712.0,4.57,-1.78,-1.02,2.09
2021-12-31,56.16,60.21,60.21,55.75,241856,1389736032.0,7.92,6.91,3.89,2.34
2022-01-04,60.24,58.23,61.16,57.91,162104,942534928.0,5.4,-3.29,-1.98,1.57
2022-01-05,58.57,58.06,59.96,56.36,141114,813851056.0,6.18,-0.29,-0.17,1.37
2022-01-06,57.2,55.76,57.2,53.66,167261,914931216.0,6.1,-3.96,-2.3,1.62
2022-01-07,55.02,53.22,55.64,53.16,137048,732561824.0,4.45,-4.56,-2.54,1.33
2022-01-10,52.66,53.29,54.14,51.46,95485,500001120.0,5.04,0.13,0.07,0.92
2022-01-11,53.28,49.49,53.47,48.96,253222,1262251712.0,8.46,-7.13,-3.8,2.45
2022-01-12,50.16,49.82,50.65,48.99,149176,731972512.0,3.35,0.67,0.33,1.44
2022-01-13,49.73,47.28,50.04,47.28,173764,829276768.0,5.54,-5.1,-2.54,1.68
2022-01-14,46.68,45.75,47.79,45.74,195301,895195008.0,4.34,-3.24,-1.53,1.89
2022-01-17,45.75,47.87,48.15,44.3,227247,1047079248.0,8.42,4.63,2.12,2.2
2022-01-18,46.41,52.59,52.59,45.48,330669,1643943552.0,14.85,9.86,4.72,3.2
2022-01-19,53.56,54.66,57.65,52.31,353282,1912070432.0,10.15,3.94,2.07,3.42
2022-01-20,54.99,52.38,54.99,51.25,208636,1089781712.0,6.84,-4.17,-2.28,2.02
2022-01-21,52.52,50.6,52.69,50.07,124499,627331632.0,5.0,-3.4,-1.78,1.21
2022-01-24,50.36,51.93,52.4,49.46,132259,664235360.0,5.81,2.63,1.33,1.28
2022-01-25,51.5,49.63,52.26,49.46,98331,491355872.0,5.39,-4.43,-2.3,0.95
2022-01-26,49.63,49.24,50.34,48.21,77749,377447120.0,4.29,-0.79,-0.39,0.75
2022-01-27,49.54,46.91,49.95,46.82,97876,461574864.0,6.36,-4.73,-2.33,0.95
2022-01-28,46.66,46.47,48.21,44.34,170084,775432896.0,8.25,-0.94,-0.44,1.65
2022-02-07,47.66,46.72,49.55,46.09,118103,553637680.0,7.45,0.54,0.25,1.14
2022-02-08,45.66,45.73,47.36,44.77,105769,476779008.0,5.54,-2.12,-0.99,1.02
2022-02-09,45.72,46.18,47.95,45.16,102454,470258752.0,6.1,0.98,0.45,0.99
2022-02-10,46.56,44.65,46.63,44.32,128556,568292784.0,5.0,-3.31,-1.53,1.25
2022-02-11,44.11,42.81,44.9,42.66,111336,478720816.0,5.02,-4.12,-1.84,1.08
2022-02-14,42.53,41.81,43.05,41.27,149966,619888032.0,4.16,-2.34,-1.0,1.45
2022-02-15,41.97,43.96,44.44,41.41,185510,786879808.0,7.25,5.14,2.15,1.8
2022-02-16,43.99,44.89,45.89,43.46,142130,627080464.0,5.53,2.12,0.93,1.38
2022-02-17,44.86,45.13,46.61,43.86,118796,528904704.0,6.13,0.53,0.24,1.15
2022-02-18,44.25,46.56,47.84,44.18,165847,755120304.0,8.11,3.17,1.43,1.61
2022-02-21,46.48,46.15,46.96,45.1,117478,532395824.0,3.99,-0.88,-0.41,1.14
2022-02-22,45.56,45.92,47.02,44.97,110961,505403392.0,4.44,-0.5,-0.23,1.07
2022-02-23,45.66,47.55,48.11,45.63,135210,632084720.0,5.4,3.55,1.63,1.31
2022-02-24,47.06,44.74,47.46,44.02,169156,758493568.0,7.23,-5.91,-2.81,1.64
2022-02-25,45.39,46.21,47.86,45.39,178902,823608928.0,5.52,3.29,1.47,1.73
2022-02-28,45.66,45.87,46.64,44.82,99006,442921152.0,3.94,-0.74,-0.34,0.96
2022-03-01,46.46,45.65,46.76,44.36,110200,492563616.0,5.23,-0.48,-0.22,1.07
2022-03-02,44.76,44.79,45.17,44.16,82616,362471536.0,2.21,-1.88,-0.86,0.8
